name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id
Wendell Moore Jr.,,,,,,,,,,,,,,,,,,,,,,0,1,202412070NYK
Ron Holland,18.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,3.0,2.0,4.0,1.9,-2.0,0,1,202412070NYK
Paul Reed,,,,,,,,,,,,,,,,,,,,,,0,1,202412070NYK
Isaiah Stewart,22.0,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,0.0,2.0,6.0,7.2,-9.0,0,1,202412070NYK
Jalen Brunson,43.0,11.0,21.0,0.524,3.0,7.0,0.429,6.0,9.0,0.667,0.0,4.0,4.0,10.0,1.0,0.0,5.0,2.0,31.0,22.9,-10.0,1,0,202412070NYK
Simone Fontecchio,18.0,2.0,4.0,0.5,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,6.0,6.3,9.0,0,1,202412070NYK
Jaden Ivey,28.0,6.0,16.0,0.375,2.0,6.0,0.333,2.0,4.0,0.5,2.0,2.0,4.0,4.0,1.0,0.0,6.0,3.0,16.0,5.0,2.0,1,1,202412070NYK
Marcus Sasser,,,,,,,,,,,,,,,,,,,,,,0,1,202412070NYK
Miles McBride,26.0,3.0,7.0,0.429,1.0,5.0,0.2,1.0,2.0,0.5,0.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,8.0,3.8,-14.0,0,0,202412070NYK
Tyler Kolek,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.7,4.0,0,0,202412070NYK
OG Anunoby,38.0,6.0,15.0,0.4,2.0,8.0,0.25,3.0,4.0,0.75,1.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,17.0,12.3,-10.0,1,0,202412070NYK
Jacob Toppin,,,,,,,,,,,,,,,,,,,,,,0,0,202412070NYK
Matt Ryan,,,,,,,,,,,,,,,,,,,,,,0,0,202412070NYK
Cameron Payne,,,,,,,,,,,,,,,,,,,,,,0,0,202412070NYK
Karl-Anthony Towns,,,,,,,,,,,,,,,,,,,,,,0,0,202412070NYK
Ariel Hukporti,15.0,4.0,4.0,1.0,0.0,0.0,,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,8.4,-13.0,0,0,202412070NYK
Precious Achiuwa,27.0,2.0,3.0,0.667,0.0,0.0,,2.0,5.0,0.4,1.0,9.0,10.0,4.0,1.0,1.0,1.0,1.0,6.0,10.0,9.0,0,0,202412070NYK
Jericho Sims,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3,-9.0,1,0,202412070NYK
Josh Hart,38.0,7.0,11.0,0.636,1.0,4.0,0.25,2.0,3.0,0.667,1.0,5.0,6.0,3.0,1.0,0.0,0.0,3.0,17.0,15.8,-3.0,1,0,202412070NYK
Mikal Bridges,37.0,8.0,17.0,0.471,3.0,9.0,0.333,1.0,2.0,0.5,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,20.0,16.0,1.0,1,0,202412070NYK
Dereck Lively II,27.0,1.0,3.0,0.333,0.0,0.0,,5.0,6.0,0.833,3.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,7.0,8.9,3.0,1,1,202412070TOR
P.J. Washington,34.0,4.0,12.0,0.333,0.0,6.0,0.0,5.0,6.0,0.833,1.0,4.0,5.0,1.0,1.0,1.0,2.0,0.0,13.0,8.1,1.0,1,1,202412070TOR
Kyrie Irving,39.0,9.0,14.0,0.643,6.0,9.0,0.667,5.0,5.0,1.0,0.0,6.0,6.0,4.0,2.0,1.0,3.0,2.0,29.0,26.3,6.0,1,1,202412070TOR
Klay Thompson,25.0,8.0,16.0,0.5,3.0,9.0,0.333,1.0,2.0,0.5,2.0,3.0,5.0,0.0,1.0,0.0,3.0,2.0,20.0,11.1,-4.0,1,1,202412070TOR
Luka Dončić,38.0,9.0,20.0,0.45,6.0,13.0,0.462,6.0,6.0,1.0,0.0,13.0,13.0,11.0,4.0,0.0,4.0,4.0,30.0,29.6,10.0,1,1,202412070TOR
Scottie Barnes,37.0,8.0,17.0,0.471,3.0,7.0,0.429,0.0,0.0,,2.0,6.0,8.0,14.0,3.0,1.0,3.0,1.0,19.0,23.6,10.0,1,0,202412070TOR
Jazian Gortman,,,,,,,,,,,,,,,,,,,,,,0,1,202412070TOR
Quentin Grimes,17.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1,6.0,0,1,202412070TOR
Olivier-Maxence Prosper,10.0,1.0,2.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,3.0,3.0,6.0,2.0,1.0,1.0,0.0,1.0,5.0,8.9,2.0,0,1,202412070TOR
Dwight Powell,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,4.0,0,1,202412070TOR
Spencer Dinwiddie,24.0,1.0,6.0,0.167,1.0,4.0,0.25,8.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,7.4,3.0,0,1,202412070TOR
Daniel Gafford,20.0,5.0,6.0,0.833,0.0,0.0,,0.0,0.0,,3.0,3.0,6.0,0.0,1.0,3.0,4.0,2.0,10.0,9.1,4.0,0,1,202412070TOR
Markieff Morris,,,,,,,,,,,,,,,,,,,,,,0,1,202412070TOR
Ochai Agbaji,20.0,2.0,6.0,0.333,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,-1.0,-6.0,1,0,202412070TOR
Jamal Shead,,,,,,,,,,,,,,,,,,,,,,0,0,202412070TOR
RJ Barrett,27.0,8.0,16.0,0.5,2.0,5.0,0.4,0.0,0.0,,0.0,4.0,4.0,5.0,1.0,0.0,1.0,5.0,18.0,12.7,-13.0,1,0,202412070TOR
Davion Mitchell,26.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,4.0,1.0,0.0,1.0,3.0,1.0,2.1,-5.0,0,0,202412070TOR
Jonathan Mogbo,21.0,3.0,7.0,0.429,2.0,2.0,1.0,0.0,0.0,,1.0,6.0,7.0,2.0,1.0,2.0,1.0,0.0,8.0,9.6,-6.0,0,0,202412070TOR
Gradey Dick,34.0,8.0,21.0,0.381,5.0,14.0,0.357,6.0,6.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,27.0,17.4,-12.0,1,0,202412070TOR
Chris Boucher,,,,,,,,,,,,,,,,,,,,,,0,0,202412070TOR
Ja'Kobe Walter,20.0,4.0,10.0,0.4,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,8.0,4.5,6.0,0,0,202412070TOR
Ulrich Chomche,,,,,,,,,,,,,,,,,,,,,,0,0,202412070TOR
Bruno Fernando,,,,,,,,,,,,,,,,,,,,,,0,0,202412070TOR
Garrett Temple,,,,,,,,,,,,,,,,,,,,,,0,0,202412070TOR
Jakob Poeltl,33.0,7.0,11.0,0.636,0.0,0.0,,6.0,6.0,1.0,2.0,5.0,7.0,7.0,2.0,0.0,3.0,5.0,20.0,19.9,-8.0,1,0,202412070TOR
Kelly Olynyk,14.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,13.0,15.4,1.0,0,0,202412070TOR
Jamison Battle,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-2.0,0,0,202412070TOR
Jalen Pickett,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.2,0.0,0,0,202412070WAS
Trey Alexander,,,,,,,,,,,,,,,,,,,,,,0,0,202412070WAS
DeAndre Jordan,9.0,0.0,1.0,0.0,0.0,0.0,,1.0,4.0,0.25,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,-0.2,-6.0,0,0,202412070WAS
Hunter Tyson,11.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,-5.0,0,0,202412070WAS
Julian Strawther,32.0,7.0,13.0,0.538,2.0,5.0,0.4,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,18.0,16.6,4.0,0,0,202412070WAS
PJ Hall,,,,,,,,,,,,,,,,,,,,,,0,0,202412070WAS
Russell Westbrook,32.0,3.0,6.0,0.5,0.0,2.0,0.0,1.0,4.0,0.25,1.0,9.0,10.0,12.0,4.0,1.0,2.0,5.0,7.0,15.3,-9.0,1,0,202412070WAS
Michael Porter Jr.,36.0,5.0,14.0,0.357,0.0,5.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,6.0,1.0,1.0,2.0,2.0,11.0,7.8,-10.0,1,0,202412070WAS
Christian Braun,37.0,7.0,14.0,0.5,0.0,3.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,14.0,6.9,-1.0,1,0,202412070WAS
Nikola Jokić,38.0,22.0,39.0,0.564,3.0,6.0,0.5,9.0,13.0,0.692,7.0,9.0,16.0,8.0,1.0,0.0,5.0,5.0,56.0,43.1,-1.0,1,0,202412070WAS
Peyton Watson,25.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.8,-17.0,1,0,202412070WAS
Zeke Nnaji,,,,,,,,,,,,,,,,,,,,,,0,0,202412070WAS
Jordan Poole,40.0,12.0,26.0,0.462,9.0,20.0,0.45,6.0,7.0,0.857,0.0,5.0,5.0,8.0,0.0,0.0,6.0,2.0,39.0,25.5,8.0,1,1,202412070WAS
Johnny Davis,13.0,3.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,7.9,12.0,0,1,202412070WAS
Corey Kispert,,,,,,,,,,,,,,,,,,,,,,0,1,202412070WAS
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,,0,1,202412070WAS
Anthony Gill,10.0,2.0,3.0,0.667,0.0,0.0,,1.0,2.0,0.5,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,3.1,6.0,0,1,202412070WAS
Malcolm Brogdon,,,,,,,,,,,,,,,,,,,,,,0,1,202412070WAS
Marvin Bagley III,15.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,0.3,8.0,0,1,202412070WAS
Jared Butler,17.0,5.0,9.0,0.556,2.0,4.0,0.5,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,12.0,8.7,4.0,0,1,202412070WAS
Jonas Valančiūnas,31.0,8.0,15.0,0.533,0.0,1.0,0.0,4.0,4.0,1.0,3.0,9.0,12.0,5.0,0.0,5.0,5.0,3.0,20.0,18.3,-1.0,1,1,202412070WAS
Carlton Carrington,34.0,4.0,13.0,0.308,2.0,8.0,0.25,0.0,0.0,,1.0,3.0,4.0,6.0,0.0,0.0,0.0,3.0,10.0,7.1,-3.0,1,1,202412070WAS
Justin Champagnie,36.0,9.0,13.0,0.692,2.0,4.0,0.5,3.0,5.0,0.6,5.0,3.0,8.0,1.0,2.0,2.0,2.0,3.0,23.0,22.0,3.0,1,1,202412070WAS
Bilal Coulibaly,40.0,2.0,9.0,0.222,0.0,3.0,0.0,2.0,2.0,1.0,4.0,2.0,6.0,5.0,4.0,3.0,0.0,1.0,6.0,13.1,8.0,1,1,202412070WAS
Zeke Nnaji,2.0,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,5.0,0,1,202412080ATL
Nikola Jokić,35.0,17.0,29.0,0.586,3.0,6.0,0.5,11.0,13.0,0.846,3.0,11.0,14.0,8.0,3.0,0.0,3.0,2.0,48.0,43.9,25.0,1,1,202412080ATL
Christian Braun,32.0,7.0,11.0,0.636,2.0,2.0,1.0,1.0,2.0,0.5,2.0,6.0,8.0,4.0,2.0,1.0,1.0,3.0,17.0,18.2,34.0,1,1,202412080ATL
Aaron Gordon,22.0,1.0,6.0,0.167,0.0,4.0,0.0,4.0,5.0,0.8,0.0,2.0,2.0,6.0,0.0,1.0,3.0,1.0,6.0,3.9,17.0,1,1,202412080ATL
Julian Strawther,21.0,5.0,6.0,0.833,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,3.0,3.0,13.0,9.3,-2.0,0,1,202412080ATL
Trey Alexander,2.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0,1,202412080ATL
Jalen Pickett,17.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,5.0,1.0,0.0,2.0,4.0,5.0,5.9,18.0,0,1,202412080ATL
DeAndre Jordan,10.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0,1,202412080ATL
PJ Hall,2.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,5.0,0,1,202412080ATL
Peyton Watson,18.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,2.1,9.0,0,1,202412080ATL
Russell Westbrook,30.0,4.0,6.0,0.667,1.0,3.0,0.333,0.0,1.0,0.0,0.0,1.0,1.0,11.0,2.0,1.0,4.0,3.0,9.0,11.5,12.0,1,1,202412080ATL
Michael Porter Jr.,35.0,12.0,17.0,0.706,1.0,5.0,0.2,1.0,1.0,1.0,2.0,5.0,7.0,3.0,0.0,0.0,1.0,2.0,26.0,22.1,15.0,1,1,202412080ATL
Hunter Tyson,7.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,0,1,202412080ATL
Garrison Mathews,20.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,-1.1,-27.0,0,0,202412080ATL
Trae Young,35.0,6.0,13.0,0.462,2.0,7.0,0.286,1.0,2.0,0.5,1.0,3.0,4.0,10.0,3.0,0.0,4.0,1.0,15.0,15.1,-5.0,1,0,202412080ATL
Zaccharie Risacher,29.0,3.0,11.0,0.273,0.0,2.0,0.0,4.0,6.0,0.667,2.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,10.0,3.9,-13.0,1,0,202412080ATL
Larry Nance Jr.,24.0,6.0,11.0,0.545,2.0,7.0,0.286,2.0,2.0,1.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,16.0,15.2,-26.0,1,0,202412080ATL
Clint Capela,19.0,4.0,7.0,0.571,0.0,0.0,,1.0,2.0,0.5,6.0,4.0,10.0,1.0,0.0,0.0,0.0,5.0,9.0,9.4,-11.0,1,0,202412080ATL
De'Andre Hunter,24.0,7.0,20.0,0.35,3.0,9.0,0.333,3.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,20.0,10.0,-20.0,0,0,202412080ATL
Onyeka Okongwu,24.0,5.0,10.0,0.5,0.0,0.0,,4.0,4.0,1.0,7.0,2.0,9.0,1.0,1.0,0.0,1.0,2.0,14.0,14.4,-10.0,0,0,202412080ATL
Vit Krejci,20.0,1.0,6.0,0.167,0.0,4.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,-0.1,-14.0,0,0,202412080ATL
Kobe Bufkin,4.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.9,-9.0,0,0,202412080ATL
David Roddy,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,-9.0,0,0,202412080ATL
Bogdan Bogdanović,,,,,,,,,,,,,,,,,,,,,,0,0,202412080ATL
Dyson Daniels,33.0,7.0,15.0,0.467,2.0,5.0,0.4,2.0,4.0,0.5,1.0,3.0,4.0,6.0,5.0,1.0,3.0,3.0,18.0,16.8,-6.0,1,0,202412080ATL
Jalen Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,202412080ATL
Taurean Prince,17.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,-1.3,-5.0,1,1,202412080BRK
Giannis Antetokounmpo,38.0,14.0,22.0,0.636,0.0,0.0,,6.0,10.0,0.6,2.0,9.0,11.0,4.0,1.0,3.0,3.0,2.0,34.0,28.8,10.0,1,1,202412080BRK
Brook Lopez,26.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,-2.1,-12.0,1,1,202412080BRK
Andre Jackson Jr.,21.0,2.0,3.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,6.0,7.2,3.0,1,1,202412080BRK
Stanley Umude,,,,,,,,,,,,,,,,,,,,,,0,1,202412080BRK
Bobby Portis,31.0,9.0,10.0,0.9,5.0,5.0,1.0,0.0,0.0,,0.0,5.0,5.0,1.0,1.0,3.0,2.0,0.0,23.0,22.9,12.0,0,1,202412080BRK
A.J. Green,21.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,4.9,6.0,0,1,202412080BRK
Khris Middleton,20.0,3.0,8.0,0.375,1.0,3.0,0.333,4.0,4.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,11.0,10.6,16.0,0,1,202412080BRK
MarJon Beauchamp,,,,,,,,,,,,,,,,,,,,,,0,1,202412080BRK
Pat Connaughton,,,,,,,,,,,,,,,,,,,,,,0,1,202412080BRK
Damian Lillard,38.0,2.0,7.0,0.286,2.0,7.0,0.286,9.0,11.0,0.818,0.0,6.0,6.0,11.0,1.0,0.0,7.0,0.0,15.0,13.6,-11.0,1,1,202412080BRK
Gary Trent Jr.,24.0,6.0,10.0,0.6,3.0,7.0,0.429,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,15.0,6.0,0,1,202412080BRK
Ryan Rollins,,,,,,,,,,,,,,,,,,,,,,0,1,202412080BRK
Noah Clowney,,,,,,,,,,,,,,,,,,,,,,0,0,202412080BRK
Delon Wright,,,,,,,,,,,,,,,,,,,,,,0,1,202412080BRK
Keon Johnson,21.0,2.0,8.0,0.25,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,0.0,1.0,1,0,202412080BRK
Dennis Schröder,33.0,13.0,19.0,0.684,4.0,7.0,0.571,4.0,5.0,0.8,0.0,3.0,3.0,11.0,0.0,0.0,0.0,3.0,34.0,32.9,6.0,1,0,202412080BRK
Shake Milton,15.0,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,1.5,-9.0,0,0,202412080BRK
Dorian Finney-Smith,30.0,3.0,7.0,0.429,3.0,5.0,0.6,0.0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,0.0,4.0,9.0,6.6,2.0,1,0,202412080BRK
Jalen Wilson,26.0,1.0,8.0,0.125,1.0,5.0,0.2,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,-0.3,-9.0,0,0,202412080BRK
Nic Claxton,32.0,9.0,14.0,0.643,0.0,1.0,0.0,3.0,3.0,1.0,3.0,7.0,10.0,4.0,3.0,2.0,0.0,3.0,21.0,25.0,3.0,1,0,202412080BRK
Tyrese Martin,,,,,,,,,,,,,,,,,,,,,,0,0,202412080BRK
Trendon Watford,13.0,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,4.5,-12.0,0,0,202412080BRK
Day'Ron Sharpe,11.0,1.0,3.0,0.333,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.6,-11.0,0,0,202412080BRK
Ben Simmons,17.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,-1.2,-5.0,0,0,202412080BRK
Cameron Johnson,37.0,9.0,16.0,0.563,4.0,8.0,0.5,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,26.0,19.4,9.0,1,0,202412080BRK
Tyrese Maxey,42.0,10.0,22.0,0.455,3.0,12.0,0.25,2.0,2.0,1.0,0.0,11.0,11.0,14.0,1.0,0.0,3.0,3.0,25.0,23.5,21.0,1,1,202412080CHI
Paul George,34.0,6.0,13.0,0.462,0.0,5.0,0.0,0.0,0.0,,0.0,7.0,7.0,2.0,0.0,1.0,1.0,2.0,12.0,7.7,4.0,1,1,202412080CHI
Joel Embiid,32.0,13.0,28.0,0.464,0.0,5.0,0.0,5.0,6.0,0.833,3.0,9.0,12.0,4.0,0.0,2.0,6.0,4.0,31.0,17.6,16.0,1,1,202412080CHI
Guerschon Yabusele,13.0,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,-11.0,1,1,202412080CHI
Jared McCain,28.0,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,11.0,11.4,17.0,0,1,202412080CHI
Ricky Council IV,,,,,,,,,,,,,,,,,,,,,,0,1,202412080CHI
Kelly Oubre Jr.,37.0,3.0,6.0,0.5,2.0,3.0,0.667,4.0,4.0,1.0,3.0,7.0,10.0,1.0,3.0,1.0,1.0,2.0,12.0,15.8,18.0,1,1,202412080CHI
KJ Martin,18.0,3.0,3.0,1.0,0.0,0.0,,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,6.0,6.3,-6.0,0,1,202412080CHI
Eric Gordon,,,,,,,,,,,,,,,,,,,,,,0,1,202412080CHI
Pete Nance,,,,,,,,,,,,,,,,,,,,,,0,1,202412080CHI
Andre Drummond,6.0,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,5.9,-5.0,0,1,202412080CHI
Kyle Lowry,11.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.2,-5.0,0,1,202412080CHI
Caleb Martin,13.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.4,-9.0,0,1,202412080CHI
Reggie Jackson,,,,,,,,,,,,,,,,,,,,,,0,1,202412080CHI
Talen Horton-Tucker,5.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-18.0,0,0,202412080CHI
Coby White,36.0,5.0,17.0,0.294,3.0,11.0,0.273,0.0,0.0,,1.0,3.0,4.0,5.0,0.0,0.0,0.0,4.0,13.0,6.6,5.0,1,0,202412080CHI
Zach LaVine,31.0,10.0,21.0,0.476,6.0,14.0,0.429,4.0,5.0,0.8,0.0,4.0,4.0,3.0,1.0,0.0,5.0,2.0,30.0,17.4,-13.0,1,0,202412080CHI
Josh Giddey,31.0,4.0,10.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,7.0,7.0,11.0,2.0,1.0,4.0,0.0,9.0,12.1,0.0,1,0,202412080CHI
Nikola Vučević,28.0,4.0,7.0,0.571,1.0,2.0,0.5,4.0,4.0,1.0,1.0,7.0,8.0,3.0,4.0,0.0,2.0,4.0,13.0,15.0,-13.0,1,0,202412080CHI
Matas Buzelis,23.0,2.0,7.0,0.286,0.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,2.1,13.0,0,0,202412080CHI
Lonzo Ball,19.0,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.1,4.0,0,0,202412080CHI
Torrey Craig,,,,,,,,,,,,,,,,,,,,,,0,0,202412080CHI
Julian Phillips,3.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6,-8.0,0,0,202412080CHI
Jevon Carter,,,,,,,,,,,,,,,,,,,,,,0,0,202412080CHI
Chris Duarte,,,,,,,,,,,,,,,,,,,,,,0,0,202412080CHI
Ayo Dosunmu,34.0,3.0,6.0,0.5,2.0,4.0,0.5,2.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,3.0,2.0,10.0,7.6,-16.0,1,0,202412080CHI
Jalen Smith,19.0,4.0,7.0,0.571,3.0,5.0,0.6,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,11.0,8.4,5.0,0,0,202412080CHI
Dalen Terry,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,202412080CHI
Daishen Nix,,,,,,,,,,,,,,,,,,,,,,0,0,202412080GSW
Rudy Gobert,37.0,1.0,3.0,0.333,0.0,0.0,,2.0,4.0,0.5,1.0,8.0,9.0,1.0,1.0,3.0,2.0,3.0,4.0,5.2,-12.0,1,0,202412080GSW
Julius Randle,37.0,4.0,14.0,0.286,2.0,4.0,0.5,4.0,4.0,1.0,3.0,8.0,11.0,4.0,0.0,2.0,2.0,2.0,14.0,11.7,-2.0,1,0,202412080GSW
Jaden McDaniels,36.0,4.0,9.0,0.444,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,4.0,3.0,2.0,0.0,0.0,4.0,9.0,8.4,0.0,1,0,202412080GSW
Mike Conley,24.0,3.0,7.0,0.429,3.0,6.0,0.5,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,12.0,11.6,-9.0,1,0,202412080GSW
Donte DiVincenzo,17.0,3.0,9.0,0.333,2.0,8.0,0.25,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,8.0,4.6,-11.0,0,0,202412080GSW
Naz Reid,20.0,3.0,8.0,0.375,1.0,6.0,0.167,3.0,5.0,0.6,0.0,6.0,6.0,2.0,0.0,2.0,2.0,2.0,10.0,6.6,-2.0,0,0,202412080GSW
