date,team_visitor,team_home
2024-02-14,Sacramento,Denver
2024-02-14,Detroit,Phoenix
2024-02-14,LA Lakers,Utah
2024-02-14,LA Clippers,Golden State
2024-02-15,Milwaukee,Memphis
2024-02-15,Minnesota,Portland
2024-02-22,Orlando,Cleveland
2024-02-22,Detroit,Indiana
2024-02-22,New York,Philadelphia
2024-02-22,Brooklyn,Toronto
2024-02-22,Phoenix,Dallas
2024-02-22,Boston,Chicago
2024-02-22,Houston,New Orleans
2024-02-22,LA Clippers,Oklahoma City
2024-02-22,Washington,Denver
2024-02-22,Charlotte,Utah
2024-02-22,LA Lakers,Golden State
2024-02-22,San Antonio,Sacramento
2024-02-23,Toronto,Atlanta
2024-02-23,Cleveland,Philadelphia
2024-02-23,Phoenix,Houston
2024-02-23,LA Clippers,Memphis
2024-02-23,Milwaukee,Minnesota
2024-02-23,Washington,Oklahoma City
2024-02-23,Charlotte,Golden State
2024-02-23,Miami,New Orleans
2024-02-23,Denver,Portland
2024-02-23,San Antonio,LA Lakers
2024-02-24,Orlando,Detroit
2024-02-24,Brooklyn,Minnesota
2024-02-24,Boston,New York
2024-02-25,Milwaukee,Philadelphia
2024-02-25,LA Lakers,Phoenix
2024-02-25,Dallas,Indiana
2024-02-25,Cleveland,Washington
2024-02-25,Orlando,Atlanta
2024-02-25,Denver,Golden State
2024-02-25,Oklahoma City,Houston
2024-02-25,Chicago,New Orleans
2024-02-25,San Antonio,Utah
2024-02-25,Charlotte,Portland
2024-02-25,Sacramento,LA Clippers
2024-02-26,New York,Detroit
2024-02-26,Toronto,Indiana
2024-02-26,Brooklyn,Memphis
2024-02-26,Miami,Sacramento
2024-02-27,Dallas,Cleveland
2024-02-27,Brooklyn,Orlando
2024-02-27,Golden State,Washington
2024-02-27,Utah,Atlanta
2024-02-27,Philadelphia,Boston
2024-02-27,San Antonio,Minnesota
2024-02-27,New Orleans,New York
2024-02-27,Detroit,Chicago
2024-02-27,Charlotte,Milwaukee
2024-02-27,Houston,Oklahoma City
2024-02-27,Miami,Portland
2024-02-28,New Orleans,Indiana
2024-02-28,Memphis,Minnesota
2024-02-28,Dallas,Toronto
2024-02-28,Cleveland,Chicago
2024-02-28,Sacramento,Denver
2024-02-28,LA Lakers,LA Clippers
2024-02-29,Milwaukee,Charlotte
2024-02-29,Utah,Orlando
2024-02-29,Atlanta,Brooklyn
2024-02-29,Golden State,New York
2024-02-29,Oklahoma City,San Antonio
2024-02-29,Houston,Phoenix
2024-02-29,Miami,Denver
2024-02-29,Washington,LA Lakers
2024-03-01,Cleveland,Detroit
2024-03-01,Charlotte,Philadelphia
2024-03-01,Dallas,Boston
2024-03-01,Golden State,Toronto
2024-03-01,Portland,Memphis
2024-03-01,Sacramento,Minnesota
2024-03-01,Indiana,New Orleans
2024-03-01,Milwaukee,Chicago
2024-03-01,Washington,LA Clippers
2024-03-02,Atlanta,Brooklyn
2024-03-02,Utah,Miami
2024-03-02,Portland,Memphis
2024-03-02,Denver,LA Lakers
2024-03-02,Houston,Phoenix
2024-03-03,Philadelphia,Dallas
2024-03-03,Golden State,Boston
2024-03-03,LA Clippers,Minnesota
2024-03-03,Detroit,Orlando
2024-03-03,Charlotte,Toronto
2024-03-03,New York,Cleveland
2024-03-03,Indiana,San Antonio
2024-03-03,Oklahoma City,Phoenix
2024-03-04,Memphis,Brooklyn
2024-03-04,LA Clippers,Milwaukee
2024-03-04,Portland,Minnesota
2024-03-04,Washington,Utah
2024-03-04,Chicago,Sacramento
2024-03-04,Oklahoma City,LA Lakers
2024-03-05,Orlando,Charlotte
2024-03-05,Boston,Cleveland
2024-03-05,Philadelphia,Brooklyn
2024-03-05,Detroit,Miami
2024-03-05,Atlanta,New York
2024-03-05,New Orleans,Toronto
2024-03-05,San Antonio,Houston
2024-03-05,Indiana,Dallas
2024-03-05,Phoenix,Denver
2024-03-06,Orlando,Washington
2024-03-06,Cleveland,Atlanta
2024-03-06,Memphis,Philadelphia
2024-03-06,LA Clippers,Houston
2024-03-06,Chicago,Utah
2024-03-06,Milwaukee,Golden State
2024-03-06,Oklahoma City,Portland
2024-03-06,Sacramento,LA Lakers
2024-03-07,Brooklyn,Detroit
2024-03-07,Minnesota,Indiana
2024-03-07,Miami,Dallas
2024-03-07,Toronto,Phoenix
2024-03-07,Boston,Denver
2024-03-07,Chicago,Golden State
2024-03-07,San Antonio,Sacramento
2024-03-08,New Orleans,Philadelphia
2024-03-08,Charlotte,Washington
2024-03-08,Minnesota,Cleveland
2024-03-08,Atlanta,Memphis
2024-03-08,Orlando,New York
2024-03-08,Miami,Oklahoma City
2024-03-08,Milwaukee,LA Lakers
2024-03-08,Houston,Portland
2024-03-09,Chicago,LA Clippers
2024-03-09,Brooklyn,Charlotte
2024-03-09,Dallas,Detroit
2024-03-09,San Antonio,Golden State
2024-03-09,Boston,Phoenix
2024-03-09,Utah,Denver
2024-03-09,Toronto,Portland
2024-03-10,Milwaukee,LA Clippers
2024-03-10,New Orleans,Atlanta
2024-03-10,Washington,Miami
2024-03-10,Philadelphia,New York
2024-03-10,Indiana,Orlando
2024-03-10,Houston,Sacramento
2024-03-10,Brooklyn,Cleveland
2024-03-10,Memphis,Oklahoma City
2024-03-10,Minnesota,LA Lakers
2024-03-11,Charlotte,Detroit
2024-03-11,Phoenix,Cleveland
2024-03-11,Dallas,Chicago
2024-03-11,Golden State,San Antonio
2024-03-11,Toronto,Denver
2024-03-11,Boston,Portland
2024-03-12,Philadelphia,New York
2024-03-12,Washington,Memphis
2024-03-12,Indiana,Oklahoma City
2024-03-12,Houston,San Antonio
2024-03-12,Boston,Utah
2024-03-12,Minnesota,LA Clippers
2024-03-12,Milwaukee,Sacramento
2024-03-13,Toronto,Detroit
2024-03-13,Brooklyn,Orlando
2024-03-13,Chicago,Indiana
2024-03-13,Denver,Miami
2024-03-13,Charlotte,Memphis
2024-03-13,Cleveland,New Orleans
2024-03-13,Golden State,Dallas
2024-03-13,Atlanta,Portland
2024-03-13,LA Lakers,Sacramento
2024-03-14,Phoenix,Boston
2024-03-14,LA Clippers,Chicago
2024-03-14,Washington,Houston
2024-03-14,Philadelphia,Milwaukee
2024-03-14,Dallas,Oklahoma City
2024-03-14,New York,Portland
2024-03-15,Phoenix,Charlotte
2024-03-15,Miami,Detroit
2024-03-15,Orlando,Toronto
2024-03-15,LA Clippers,New Orleans
2024-03-15,Denver,San Antonio
2024-03-15,Atlanta,Utah
2024-03-16,Cleveland,Houston
2024-03-16,Brooklyn,Indiana
2024-03-16,Portland,New Orleans
2024-03-16,Charlotte,Philadelphia
2024-03-16,Washington,Chicago
2024-03-16,Oklahoma City,Memphis
2024-03-16,Golden State,LA Lakers
2024-03-16,Minnesota,Utah
2024-03-16,New York,Sacramento
2024-03-17,Phoenix,Milwaukee
2024-03-17,Miami,Detroit
2024-03-17,Denver,Dallas
2024-03-17,Toronto,Orlando
2024-03-17,Boston,Washington
2024-03-17,Brooklyn,San Antonio
2024-03-17,Atlanta,LA Clippers
2024-03-18,Cleveland,Indiana
2024-03-18,Detroit,Boston
2024-03-18,Miami,Philadelphia
2024-03-18,Portland,Chicago
2024-03-18,Minnesota,Utah
2024-03-18,New York,Golden State
2024-03-18,Memphis,Sacramento
2024-03-18,Atlanta,LA Lakers
2024-03-19,Charlotte,Orlando
2024-03-19,Houston,Washington
2024-03-19,New Orleans,Brooklyn
2024-03-19,Dallas,San Antonio
2024-03-19,Denver,Minnesota
2024-03-20,Miami,Cleveland
2024-03-20,Indiana,Detroit
2024-03-20,Milwaukee,Boston
2024-03-20,Sacramento,Toronto
2024-03-20,Utah,Oklahoma City
2024-03-20,Memphis,Golden State
2024-03-20,Philadelphia,Phoenix
2024-03-20,LA Clippers,Portland
2024-03-21,New Orleans,Orlando
2024-03-21,Sacramento,Washington
2024-03-21,Chicago,Houston
2024-03-21,Brooklyn,Milwaukee
2024-03-21,Utah,Dallas
2024-03-21,New York,Denver
2024-03-21,Atlanta,Phoenix
2024-03-22,Boston,Detroit
2024-03-22,Oklahoma City,Toronto
2024-03-22,New Orleans,Miami
2024-03-22,Cleveland,Minnesota
2024-03-22,Memphis,San Antonio
2024-03-22,Indiana,Golden State
2024-03-22,LA Clippers,Portland
2024-03-22,Philadelphia,LA Lakers
2024-03-23,Brooklyn,New York
2024-03-23,Sacramento,Orlando
2024-03-23,Charlotte,Atlanta
2024-03-23,Boston,Chicago
2024-03-23,Utah,Houston
2024-03-23,Phoenix,San Antonio
2024-03-23,Toronto,Washington
2024-03-23,Denver,Portland
2024-03-24,New Orleans,Detroit
2024-03-24,Philadelphia,LA Clippers
2024-03-24,Cleveland,Miami
2024-03-24,Oklahoma City,Milwaukee
2024-03-24,Golden State,Minnesota
2024-03-24,Indiana,LA Lakers
2024-03-25,Charlotte,Cleveland
2024-03-25,Boston,Atlanta
2024-03-25,Detroit,New York
2024-03-25,Brooklyn,Toronto
2024-03-25,Washington,Chicago
2024-03-25,Portland,Houston
2024-03-25,Phoenix,San Antonio
2024-03-25,Memphis,Denver
2024-03-25,Dallas,Utah
2024-03-25,Philadelphia,Sacramento
2024-03-25,Indiana,LA Clippers
2024-03-26,Golden State,Miami
2024-03-26,LA Lakers,Milwaukee
2024-03-26,Oklahoma City,New Orleans
2024-03-26,Dallas,Sacramento
2024-03-27,Cleveland,Charlotte
2024-03-27,Golden State,Orlando
2024-03-27,Brooklyn,Washington
2024-03-27,Portland,Atlanta
2024-03-27,LA Clippers,Philadelphia
2024-03-27,New York,Toronto
2024-03-27,Indiana,Chicago
2024-03-27,LA Lakers,Memphis
2024-03-27,Detroit,Minnesota
2024-03-27,Houston,Oklahoma City
2024-03-27,San Antonio,Utah
2024-03-27,Phoenix,Denver
2024-03-28,Boston,Atlanta
2024-03-28,Milwaukee,New Orleans
2024-03-29,Golden State,Charlotte
2024-03-29,LA Lakers,Indiana
2024-03-29,LA Clippers,Orlando
2024-03-29,Detroit,Washington
2024-03-29,Chicago,Brooklyn
2024-03-29,Philadelphia,Cleveland
2024-03-29,Portland,Miami
2024-03-29,Phoenix,Oklahoma City
2024-03-29,New York,San Antonio
2024-03-29,Minnesota,Denver
2024-03-29,Houston,Utah
2024-03-29,Dallas,Sacramento
2024-03-30,Boston,New Orleans
2024-03-30,Memphis,Orlando
2024-03-30,Milwaukee,Atlanta
2024-03-31,Cleveland,Denver
2024-03-31,LA Lakers,Brooklyn
2024-03-31,LA Clippers,Charlotte
2024-03-31,Philadelphia,Toronto
2024-03-31,Miami,Washington
2024-03-31,Dallas,Houston
2024-03-31,Chicago,Minnesota
2024-03-31,Oklahoma City,New York
2024-03-31,Golden State,San Antonio
2024-03-31,Utah,Sacramento
2024-04-01,Boston,Charlotte
2024-04-01,Memphis,Detroit
2024-04-01,Brooklyn,Indiana
2024-04-01,Portland,Orlando
2024-04-01,Atlanta,Chicago
2024-04-01,Phoenix,New Orleans
2024-04-02,Oklahoma City,Philadelphia
2024-04-02,LA Lakers,Toronto
2024-04-02,Milwaukee,Washington
2024-04-02,Golden State,Dallas
2024-04-02,New York,Miami
2024-04-02,Houston,Minnesota
2024-04-02,San Antonio,Denver
2024-04-02,Cleveland,Utah
2024-04-02,LA Clippers,Sacramento
2024-04-03,Portland,Charlotte
2024-04-03,LA Lakers,Washington
2024-04-03,Detroit,Atlanta
2024-04-03,Oklahoma City,Boston
2024-04-03,Indiana,Brooklyn
2024-04-03,Memphis,Milwaukee
2024-04-03,Toronto,Minnesota
2024-04-03,Orlando,New Orleans
2024-04-03,Cleveland,Phoenix
2024-04-04,Philadelphia,Miami
2024-04-04,Sacramento,New York
2024-04-04,Golden State,Houston
2024-04-04,Denver,LA Clippers
2024-04-05,Orlando,Charlotte
2024-04-05,Oklahoma City,Indiana
2024-04-05,Portland,Washington
2024-04-05,Sacramento,Boston
2024-04-05,New York,Chicago
2024-04-05,Miami,Houston
2024-04-05,Detroit,Memphis
2024-04-05,Toronto,Milwaukee
2024-04-05,San Antonio,New Orleans
2024-04-05,Atlanta,Dallas
2024-04-05,Minnesota,Phoenix
2024-04-05,Utah,LA Clippers
2024-04-06,Cleveland,LA Lakers
2024-04-06,Detroit,Brooklyn
2024-04-06,Philadelphia,Memphis
2024-04-06,Atlanta,Denver
2024-04-07,Houston,Dallas
2024-04-07,Cleveland,LA Clippers
2024-04-07,Miami,Indiana
2024-04-07,Portland,Boston
2024-04-07,Oklahoma City,Charlotte
2024-04-07,Chicago,Orlando
2024-04-07,New Orleans,Phoenix
2024-04-07,Washington,Toronto
2024-04-07,New York,Milwaukee
2024-04-07,Philadelphia,San Antonio
2024-04-07,Sacramento,Brooklyn
2024-04-07,Utah,Golden State
2024-04-07,Minnesota,LA Lakers
2024-04-09,Dallas,Charlotte
2024-04-09,Detroit,Philadelphia
2024-04-09,Indiana,Toronto
2024-04-09,Miami,Atlanta
2024-04-09,Boston,Milwaukee
2024-04-09,New York,Chicago
2024-04-09,Orlando,Houston
2024-04-09,San Antonio,Memphis
2024-04-09,Washington,Minnesota
2024-04-09,Sacramento,Oklahoma City
2024-04-09,Denver,Utah
2024-04-09,Golden State,LA Lakers
2024-04-09,LA Clippers,Phoenix
2024-04-09,New Orleans,Portland
2024-04-10,Memphis,Cleveland
2024-04-10,Charlotte,Atlanta
2024-04-10,Toronto,Brooklyn
2024-04-10,Dallas,Miami
2024-04-10,Orlando,Milwaukee
2024-04-10,San Antonio,Oklahoma City
2024-04-10,Minnesota,Denver
2024-04-10,Phoenix,LA Clippers
2024-04-11,Chicago,Detroit
2024-04-11,New York,Boston
2024-04-11,Houston,Utah
2024-04-11,Golden State,Portland
2024-04-11,New Orleans,Sacramento
2024-04-12,Orlando,Philadelphia
2024-04-12,Chicago,Washington
2024-04-12,Charlotte,Boston
2024-04-12,Indiana,Cleveland
2024-04-12,Brooklyn,New York
2024-04-12,LA Lakers,Memphis
2024-04-12,Toronto,Miami
2024-04-12,Atlanta,Minnesota
2024-04-12,Milwaukee,Oklahoma City
2024-04-12,Denver,San Antonio
2024-04-12,Detroit,Dallas
2024-04-12,New Orleans,Golden State
2024-04-12,Houston,Portland
2024-04-12,Utah,LA Clippers
2024-04-12,Phoenix,Sacramento
2024-04-14,Washington,Boston
2024-04-14,Charlotte,Cleveland
2024-04-14,Atlanta,Indiana
2024-04-14,Toronto,Miami
2024-04-14,Chicago,New York
2024-04-14,Milwaukee,Orlando
2024-04-14,Brooklyn,Philadelphia
2024-04-14,Utah,Golden State
2024-04-14,Houston,LA Clippers
2024-04-14,Denver,Memphis
2024-04-14,Phoenix,Minnesota
2024-04-14,LA Lakers,New Orleans
2024-04-14,Dallas,Oklahoma City
2024-04-14,Portland,Sacramento
2024-04-14,Detroit,San Antonio
