date,winner,loser,pts_winner,pts_loser,game_id
2024-01-05,Indiana,Atlanta,150,116,202401050IND
2024-01-05,Memphis,LA Lakers,127,113,202401050LAL
2024-01-05,LA Clippers,New Orleans,111,95,202401050NOP
2024-01-05,New York,Philadelphia,128,92,202401050PHI
2024-01-05,Phoenix,Miami,113,97,202401050PHO
2024-01-05,Sacramento,Toronto,135,130,202401050SAC
2024-01-06,Houston,Milwaukee,112,108,202401060HOU
2024-01-06,Boston,Indiana,118,101,202401060IND
2024-01-06,Utah,Philadelphia,120,109,202401060PHI
2024-01-06,New York,Washington,121,105,202401060WAS
2024-01-07,Portland,Brooklyn,134,127,202401070BRK
2024-01-07,Cleveland,San Antonio,117,115,202401070CLE
2024-01-07,Dallas,Minnesota,115,108,202401070DAL
2024-01-07,Denver,Detroit,131,114,202401070DEN
2024-01-07,Toronto,Golden State,133,118,202401070GSW
2024-01-07,LA Lakers,LA Clippers,106,103,202401070LAL
2024-01-07,Orlando,Atlanta,117,110,202401070ORL
2024-01-07,Memphis,Phoenix,121,115,202401070PHO
2024-01-07,New Orleans,Sacramento,133,100,202401070SAC
2024-01-08,Chicago,Charlotte,119,112,202401080CHO
2024-01-08,Indiana,Boston,133,131,202401080IND
2024-01-08,LA Clippers,Phoenix,138,111,202401080LAC
2024-01-08,Miami,Houston,120,113,202401080MIA
2024-01-08,Utah,Milwaukee,132,116,202401080MIL
2024-01-08,Oklahoma City,Washington,136,128,202401080WAS
2024-01-09,Memphis,Dallas,120,103,202401090DAL
2024-01-09,Sacramento,Detroit,131,110,202401090DET
2024-01-09,LA Lakers,Toronto,132,131,202401090LAL
2024-01-09,New York,Portland,112,84,202401090NYK
2024-01-09,Minnesota,Orlando,113,92,202401090ORL
2024-01-10,Atlanta,Philadelphia,139,132,202401100ATL
2024-01-10,Boston,Minnesota,127,120,202401100BOS
2024-01-10,Chicago,Houston,124,119,202401100CHI
2024-01-10,Sacramento,Charlotte,123,98,202401100CHO
2024-01-10,San Antonio,Detroit,130,108,202401100DET
2024-01-10,New Orleans,Golden State,141,105,202401100GSW
2024-01-10,Indiana,Washington,112,104,202401100IND
2024-01-10,LA Clippers,Toronto,126,120,202401100LAC
2024-01-10,Oklahoma City,Miami,128,120,202401100MIA
2024-01-10,Utah,Denver,124,111,202401100UTA
2024-01-11,Cleveland,Brooklyn,111,102,202401110CLE
2024-01-11,Dallas,New York,128,124,202401110DAL
2024-01-11,Phoenix,LA Lakers,127,109,202401110LAL
2024-01-11,Milwaukee,Boston,135,102,202401110MIL
2024-01-11,Oklahoma City,Portland,139,77,202401110OKC
2024-01-12,Indiana,Atlanta,126,108,202401120ATL
2024-01-12,Golden State,Chicago,140,131,202401120CHI
2024-01-12,Denver,New Orleans,125,113,202401120DEN
2024-01-12,Houston,Detroit,112,110,202401120DET
2024-01-12,LA Clippers,Memphis,128,119,202401120MEM
2024-01-12,Miami,Orlando,99,96,202401120MIA
2024-01-12,Minnesota,Portland,116,93,202401120MIN
2024-01-12,Philadelphia,Sacramento,112,93,202401120PHI
2024-01-12,San Antonio,Charlotte,135,99,202401120SAS
2024-01-12,Utah,Toronto,145,113,202401120UTA
2024-01-13,Washington,Atlanta,127,99,202401130ATL
2024-01-13,Boston,Houston,145,113,202401130BOS
2024-01-13,New Orleans,Dallas,118,108,202401130DAL
2024-01-13,New York,Memphis,106,94,202401130MEM
2024-01-13,Milwaukee,Golden State,129,118,202401130MIL
2024-01-13,Oklahoma City,Orlando,112,100,202401130OKC
2024-01-13,Chicago,San Antonio,122,116,202401130SAS
2024-01-13,Utah,LA Lakers,132,125,202401130UTA
2024-01-14,Denver,Indiana,117,109,202401140DEN
2024-01-14,Miami,Charlotte,104,87,202401140MIA
2024-01-14,Milwaukee,Sacramento,143,142,202401140MIL
2024-01-14,Minnesota,LA Clippers,109,105,202401140MIN
2024-01-14,Phoenix,Portland,127,116,202401140POR
2024-01-15,Atlanta,San Antonio,109,99,202401150ATL
2024-01-15,Miami,Brooklyn,96,95,202401150BRK
2024-01-15,Cleveland,Chicago,109,91,202401150CLE
2024-01-15,Dallas,New Orleans,125,120,202401150DAL
2024-01-15,LA Lakers,Oklahoma City,112,105,202401150LAL
2024-01-15,Memphis,Golden State,116,107,202401150MEM
2024-01-15,Orlando,New York,98,94,202401150NYK
2024-01-15,Philadelphia,Houston,124,115,202401150PHI
2024-01-15,Boston,Toronto,105,96,202401150TOR
2024-01-15,Utah,Indiana,132,105,202401150UTA
2024-01-15,Detroit,Washington,129,117,202401150WAS
2024-01-16,LA Clippers,Oklahoma City,128,117,202401160LAC
2024-01-16,Philadelphia,Denver,126,121,202401160PHI
2024-01-16,Phoenix,Sacramento,119,117,202401160PHO
2024-01-17,Atlanta,Orlando,106,104,202401170ATL
2024-01-17,Boston,San Antonio,117,98,202401170BOS
2024-01-17,Cleveland,Milwaukee,135,95,202401170CLE
2024-01-17,Minnesota,Detroit,124,117,202401170DET
2024-01-17,LA Lakers,Dallas,127,110,202401170LAL
2024-01-17,New Orleans,Charlotte,132,112,202401170NOP
2024-01-17,New York,Houston,109,94,202401170NYK
2024-01-17,Portland,Brooklyn,105,103,202401170POR
2024-01-17,Toronto,Miami,121,97,202401170TOR
2024-01-18,Minnesota,Memphis,118,103,202401180MIN
2024-01-18,New York,Washington,113,109,202401180NYK
2024-01-18,Indiana,Sacramento,126,121,202401180SAC
2024-01-18,Chicago,Toronto,116,110,202401180TOR
2024-01-18,Oklahoma City,Utah,134,129,202401180UTA
2024-01-19,Denver,Boston,102,100,202401190BOS
2024-01-19,Charlotte,San Antonio,124,120,202401190CHO
2024-01-19,Brooklyn,LA Lakers,130,112,202401190LAL
2024-01-19,Atlanta,Miami,109,108,202401190MIA
2024-01-19,Phoenix,New Orleans,123,109,202401190NOP
2024-01-19,Philadelphia,Orlando,124,109,202401190ORL
2024-01-19,Portland,Indiana,118,115,202401190POR
2024-01-20,Cleveland,Atlanta,116,95,202401200ATL
2024-01-20,Chicago,Memphis,125,96,202401200CHI
2024-01-20,Philadelphia,Charlotte,97,89,202401200CHO
2024-01-20,Milwaukee,Detroit,141,135,202401200DET
2024-01-20,Houston,Utah,127,126,202401200HOU
2024-01-20,Oklahoma City,Minnesota,102,97,202401200MIN
2024-01-20,New York,Toronto,126,100,202401200NYK
2024-01-20,San Antonio,Washington,131,127,202401200WAS
2024-01-21,Boston,Houston,116,107,202401210HOU
2024-01-21,LA Clippers,Brooklyn,125,114,202401210LAC
2024-01-21,LA Lakers,Portland,134,110,202401210LAL
2024-01-21,Orlando,Miami,105,87,202401210ORL
2024-01-21,Phoenix,Indiana,117,110,202401210PHO
2024-01-21,Denver,Washington,113,104,202401210WAS
2024-01-22,Boston,Dallas,119,110,202401220DAL
2024-01-22,Milwaukee,Detroit,122,113,202401220DET
2024-01-22,Charlotte,Minnesota,128,125,202401220MIN
2024-01-22,Cleveland,Orlando,126,99,202401220ORL
2024-01-22,Philadelphia,San Antonio,133,123,202401220PHI
2024-01-22,Phoenix,Chicago,115,113,202401220PHO
2024-01-22,Sacramento,Atlanta,122,107,202401220SAC
2024-01-22,Memphis,Toronto,108,100,202401220TOR
2024-01-23,New York,Brooklyn,108,103,202401230BRK
2024-01-23,Denver,Indiana,114,109,202401230IND
2024-01-23,LA Clippers,LA Lakers,127,116,202401230LAC
2024-01-23,New Orleans,Utah,153,124,202401230NOP
2024-01-23,Oklahoma City,Portland,111,109,202401230OKC
2024-01-24,Phoenix,Dallas,132,109,202401240DAL
2024-01-24,Detroit,Charlotte,113,106,202401240DET
2024-01-24,Golden State,Atlanta,134,112,202401240GSW
2024-01-24,Portland,Houston,137,131,202401240HOU
2024-01-24,Memphis,Miami,105,96,202401240MIA
2024-01-24,Milwaukee,Cleveland,126,116,202401240MIL
2024-01-24,Oklahoma City,San Antonio,140,114,202401240SAS
2024-01-24,Minnesota,Washington,118,107,202401240WAS
2024-01-25,Minnesota,Brooklyn,96,94,202401250BRK
2024-01-25,Sacramento,Golden State,134,133,202401250GSW
2024-01-25,Indiana,Philadelphia,134,122,202401250IND
2024-01-25,LA Lakers,Chicago,141,132,202401250LAL
2024-01-25,Boston,Miami,143,110,202401250MIA
2024-01-25,New York,Denver,122,84,202401250NYK
2024-01-25,Utah,Washington,123,108,202401250WAS
2024-01-26,Dallas,Atlanta,148,143,202401260ATL
2024-01-26,Houston,Charlotte,138,104,202401260CHO
2024-01-26,Indiana,Phoenix,133,131,202401260IND
2024-01-26,Memphis,Orlando,107,106,202401260MEM
2024-01-26,Cleveland,Milwaukee,112,100,202401260MIL
2024-01-26,Oklahoma City,New Orleans,107,83,202401260NOP
2024-01-26,San Antonio,Portland,116,100,202401260SAS
2024-01-26,LA Clippers,Toronto,127,107,202401260TOR
2024-01-27,LA Clippers,Boston,115,96,202401270BOS
2024-01-27,Brooklyn,Houston,106,104,202401270BRK
2024-01-27,Utah,Charlotte,134,122,202401270CHO
2024-01-27,Sacramento,Dallas,120,115,202401270DAL
2024-01-27,Denver,Philadelphia,111,105,202401270DEN
2024-01-27,Washington,Detroit,118,104,202401270DET
2024-01-27,LA Lakers,Golden State,145,144,202401270GSW
2024-01-27,Milwaukee,New Orleans,141,117,202401270MIL
2024-01-27,New York,Miami,125,109,202401270NYK
2024-01-27,San Antonio,Minnesota,113,112,202401270SAS
2024-01-28,Atlanta,Toronto,126,125,202401280ATL
2024-01-28,Detroit,Oklahoma City,120,104,202401280DET
2024-01-28,Indiana,Memphis,116,110,202401280IND
2024-01-28,Orlando,Phoenix,113,98,202401280ORL
2024-01-28,Chicago,Portland,104,96,202401280POR
2024-01-29,Boston,New Orleans,118,112,202401290BOS
2024-01-29,Brooklyn,Utah,147,114,202401290BRK
2024-01-29,New York,Charlotte,113,92,202401290CHO
2024-01-29,Cleveland,LA Clippers,118,108,202401290CLE
2024-01-29,Dallas,Orlando,131,129,202401290DAL
2024-01-29,Denver,Milwaukee,113,107,202401290DEN
2024-01-29,Houston,LA Lakers,135,119,202401290HOU
2024-01-29,Sacramento,Memphis,103,94,202401290MEM
2024-01-29,Phoenix,Miami,118,105,202401290MIA
2024-01-29,Minnesota,Oklahoma City,107,101,202401290OKC
2024-01-29,Portland,Philadelphia,130,104,202401290POR
2024-01-29,Washington,San Antonio,118,113,202401290SAS
2024-01-30,Atlanta,LA Lakers,138,122,202401300ATL
2024-01-30,Boston,Indiana,129,124,202401300BOS
2024-01-30,Toronto,Chicago,118,107,202401300CHI
2024-01-30,Golden State,Philadelphia,119,107,202401300GSW
2024-01-30,New York,Utah,118,103,202401300NYK
2024-01-31,Phoenix,Brooklyn,136,120,202401310BRK
2024-01-31,Chicago,Charlotte,117,110,202401310CHO
2024-01-31,Cleveland,Detroit,128,121,202401310CLE
2024-01-31,New Orleans,Houston,110,99,202401310HOU
2024-01-31,Miami,Sacramento,115,106,202401310MIA
2024-01-31,Minnesota,Dallas,121,87,202401310MIN
2024-01-31,Oklahoma City,Denver,105,100,202401310OKC
2024-01-31,Portland,Milwaukee,119,116,202401310POR
2024-01-31,Orlando,San Antonio,108,98,202401310SAS
2024-01-31,LA Clippers,Washington,125,109,202401310WAS
2024-02-01,LA Lakers,Boston,114,105,202402010BOS
2024-02-01,Cleveland,Memphis,108,101,202402010MEM
2024-02-01,New York,Indiana,109,105,202402010NYK
2024-02-01,Philadelphia,Utah,127,124,202402010UTA
2024-02-02,Atlanta,Phoenix,129,120,202402020ATL
2024-02-02,Denver,Portland,120,108,202402020DEN
2024-02-02,LA Clippers,Detroit,136,125,202402020DET
2024-02-02,Houston,Toronto,135,106,202402020HOU
2024-02-02,Sacramento,Indiana,133,122,202402020IND
2024-02-02,Golden State,Memphis,121,101,202402020MEM
2024-02-02,Orlando,Minnesota,108,106,202402020MIN
2024-02-02,Oklahoma City,Charlotte,126,106,202402020OKC
2024-02-02,New Orleans,San Antonio,114,113,202402020SAS
2024-02-02,Miami,Washington,110,102,202402020WAS
2024-02-03,Atlanta,Golden State,141,134,202402030ATL
2024-02-03,Sacramento,Chicago,123,115,202402030CHI
2024-02-03,Milwaukee,Dallas,129,117,202402030DAL
2024-02-03,LA Lakers,New York,113,105,202402030NYK
2024-02-03,Brooklyn,Philadelphia,136,121,202402030PHI
2024-02-03,Cleveland,San Antonio,117,101,202402030SAS
2024-02-04,Boston,Memphis,131,91,202402040BOS
2024-02-04,Indiana,Charlotte,115,99,202402040CHO
2024-02-04,Denver,Portland,112,103,202402040DEN
2024-02-04,Orlando,Detroit,111,99,202402040DET
2024-02-04,LA Clippers,Miami,103,95,202402040MIA
2024-02-04,Minnesota,Houston,111,90,202402040MIN
2024-02-04,Oklahoma City,Toronto,135,127,202402040OKC
2024-02-04,Utah,Milwaukee,123,108,202402040UTA
2024-02-04,Phoenix,Washington,140,112,202402040WAS
2024-02-05,LA Clippers,Atlanta,149,144,202402050ATL
2024-02-05,Golden State,Brooklyn,109,98,202402050BRK
2024-02-05,LA Lakers,Charlotte,124,118,202402050CHO
2024-02-05,Cleveland,Sacramento,136,110,202402050CLE
2024-02-05,New Orleans,Toronto,138,100,202402050NOP
2024-02-05,Dallas,Philadelphia,118,102,202402050PHI
2024-02-06,Dallas,Brooklyn,119,107,202402060BRK
2024-02-06,Chicago,Minnesota,129,123,202402060CHI
2024-02-06,Indiana,Houston,132,129,202402060IND
2024-02-06,Miami,Orlando,121,95,202402060MIA
2024-02-06,New York,Memphis,123,113,202402060NYK
2024-02-06,Phoenix,Milwaukee,114,106,202402060PHO
2024-02-06,Utah,Oklahoma City,124,117,202402060UTA
2024-02-07,Boston,Atlanta,125,117,202402070BOS
2024-02-07,Toronto,Charlotte,123,117,202402070CHO
2024-02-07,New Orleans,LA Clippers,117,106,202402070LAC
2024-02-07,Miami,San Antonio,116,104,202402070MIA
2024-02-07,Golden State,Philadelphia,127,104,202402070PHI
2024-02-07,Detroit,Sacramento,133,120,202402070SAC
2024-02-07,Cleveland,Washington,114,106,202402070WAS
2024-02-08,Cleveland,Brooklyn,118,95,202402080BRK
2024-02-08,Golden State,Indiana,131,109,202402080IND
2024-02-08,Denver,LA Lakers,114,106,202402080LAL
2024-02-08,Chicago,Memphis,118,110,202402080MEM
2024-02-08,Minnesota,Milwaukee,129,105,202402080MIL
2024-02-08,Dallas,New York,122,108,202402080NYK
2024-02-08,Orlando,San Antonio,127,111,202402080ORL
2024-02-08,Phoenix,Utah,129,115,202402080PHO
2024-02-08,Detroit,Portland,128,122,202402080POR
2024-02-09,Boston,Washington,133,129,202402090BOS
2024-02-09,LA Lakers,New Orleans,139,122,202402090LAL
2024-02-09,Milwaukee,Charlotte,120,84,202402090MIL
2024-02-09,Atlanta,Philadelphia,127,121,202402090PHI
2024-02-09,Sacramento,Denver,135,106,202402090SAC
2024-02-09,Toronto,Houston,107,104,202402090TOR
2024-02-10,Atlanta,Houston,122,113,202402100ATL
2024-02-10,Brooklyn,San Antonio,123,103,202402100BRK
2024-02-10,Charlotte,Memphis,115,106,202402100CHO
2024-02-10,Dallas,Oklahoma City,146,111,202402100DAL
2024-02-10,Golden State,Phoenix,113,112,202402100GSW
2024-02-10,LA Clippers,Detroit,112,106,202402100LAC
2024-02-10,Indiana,New York,125,111,202402100NYK
2024-02-10,Orlando,Chicago,114,108,202402100ORL
2024-02-10,New Orleans,Portland,93,84,202402100POR
2024-02-10,Cleveland,Toronto,119,95,202402100TOR
2024-02-10,Philadelphia,Washington,119,113,202402100WAS
2024-02-11,Boston,Miami,110,106,202402110MIA
2024-02-11,Oklahoma City,Sacramento,127,113,202402110OKC
2024-02-12,Chicago,Atlanta,136,126,202402120ATL
2024-02-12,Charlotte,Indiana,111,102,202402120CHO
2024-02-12,Philadelphia,Cleveland,123,121,202402120CLE
2024-02-12,Dallas,Washington,112,104,202402120DAL
2024-02-12,Houston,New York,105,103,202402120HOU
2024-02-12,Minnesota,LA Clippers,121,100,202402120LAC
2024-02-12,New Orleans,Memphis,96,87,202402120MEM
2024-02-12,Milwaukee,Denver,112,95,202402120MIL
2024-02-12,San Antonio,Toronto,122,99,202402120TOR
2024-02-12,Golden State,Utah,129,107,202402120UTA
2024-02-13,Boston,Brooklyn,118,110,202402130BRK
2024-02-13,LA Lakers,Detroit,125,111,202402130LAL
2024-02-13,Miami,Milwaukee,123,97,202402130MIL
2024-02-13,Oklahoma City,Orlando,127,113,202402130ORL
2024-02-13,Phoenix,Sacramento,130,125,202402130PHO
2024-02-13,Minnesota,Portland,121,109,202402130POR
2024-02-14,Boston,Brooklyn,136,86,202402140BOS
2024-02-14,Charlotte,Atlanta,122,99,202402140CHO
2024-02-14,Cleveland,Chicago,108,105,202402140CLE
2024-02-14,Dallas,San Antonio,116,93,202402140DAL
2024-02-14,Sacramento,Denver,102,98,202402140DEN
2024-02-14,LA Clippers,Golden State,130,125,202402140GSW
2024-02-14,Memphis,Houston,121,113,202402140MEM
2024-02-14,New Orleans,Washington,133,126,202402140NOP
2024-02-14,Orlando,New York,118,100,202402140ORL
2024-02-14,Miami,Philadelphia,109,104,202402140PHI
2024-02-14,Phoenix,Detroit,116,100,202402140PHO
2024-02-14,Indiana,Toronto,127,125,202402140TOR
2024-02-14,LA Lakers,Utah,138,122,202402140UTA
2024-02-15,Memphis,Milwaukee,113,110,202402150MEM
2024-02-15,Minnesota,Portland,128,91,202402150POR
2024-02-15,Golden State,Utah,140,137,202402150UTA
2024-02-22,Boston,Chicago,129,112,202402220CHI
2024-02-22,Orlando,Cleveland,116,109,202402220CLE
2024-02-22,Dallas,Phoenix,123,113,202402220DAL
2024-02-22,Denver,Washington,130,110,202402220DEN
2024-02-22,Golden State,LA Lakers,128,110,202402220GSW
2024-02-22,Indiana,Detroit,129,115,202402220IND
2024-02-22,New Orleans,Houston,127,105,202402220NOP
2024-02-22,Oklahoma City,LA Clippers,129,107,202402220OKC
2024-02-22,New York,Philadelphia,110,96,202402220PHI
2024-02-22,Sacramento,San Antonio,127,122,202402220SAC
2024-02-22,Toronto,Brooklyn,121,93,202402220TOR
2024-02-22,Charlotte,Utah,115,107,202402220UTA
2024-02-23,Toronto,Atlanta,123,121,202402230ATL
2024-02-23,Golden State,Charlotte,97,84,202402230GSW
2024-02-23,Houston,Phoenix,114,110,202402230HOU
2024-02-23,LA Lakers,San Antonio,123,118,202402230LAL
2024-02-23,LA Clippers,Memphis,101,95,202402230MEM
2024-02-23,Milwaukee,Minnesota,112,107,202402230MIN
2024-02-23,Miami,New Orleans,106,95,202402230NOP
2024-02-23,Oklahoma City,Washington,147,106,202402230OKC
2024-02-23,Philadelphia,Cleveland,104,97,202402230PHI
2024-02-23,Denver,Portland,127,112,202402230POR
2024-02-24,Orlando,Detroit,112,109,202402240DET
2024-02-24,Minnesota,Brooklyn,101,86,202402240MIN
2024-02-24,Boston,New York,116,102,202402240NYK
2024-02-25,Atlanta,Orlando,109,92,202402250ATL
2024-02-25,Denver,Golden State,119,103,202402250GSW
2024-02-25,Oklahoma City,Houston,123,110,202402250HOU
2024-02-25,Indiana,Dallas,133,111,202402250IND
2024-02-25,Sacramento,LA Clippers,123,107,202402250LAC
2024-02-25,Chicago,New Orleans,114,106,202402250NOP
2024-02-25,Milwaukee,Philadelphia,119,98,202402250PHI
2024-02-25,Phoenix,LA Lakers,123,113,202402250PHO
2024-02-25,Charlotte,Portland,93,80,202402250POR
2024-02-25,Utah,San Antonio,128,109,202402250UTA
2024-02-25,Cleveland,Washington,114,105,202402250WAS
2024-02-26,Toronto,Indiana,130,122,202402260IND
2024-02-26,Brooklyn,Memphis,111,86,202402260MEM
2024-02-26,New York,Detroit,113,111,202402260NYK
2024-02-26,Miami,Sacramento,121,110,202402260SAC
2024-02-27,Atlanta,Utah,124,97,202402270ATL
2024-02-27,Boston,Philadelphia,117,99,202402270BOS
2024-02-27,Detroit,Chicago,105,95,202402270CHI
2024-02-27,Cleveland,Dallas,121,119,202402270CLE
2024-02-27,Milwaukee,Charlotte,123,85,202402270MIL
2024-02-27,Minnesota,San Antonio,114,105,202402270MIN
2024-02-27,New Orleans,New York,115,92,202402270NYK
2024-02-27,Oklahoma City,Houston,112,95,202402270OKC
2024-02-27,Orlando,Brooklyn,108,81,202402270ORL
2024-02-27,Miami,Portland,106,96,202402270POR
2024-02-27,Golden State,Washington,123,112,202402270WAS
2024-02-28,Chicago,Cleveland,132,123,202402280CHI
2024-02-28,Denver,Sacramento,117,96,202402280DEN
2024-02-28,Indiana,New Orleans,123,114,202402280IND
2024-02-28,LA Lakers,LA Clippers,116,112,202402280LAC
2024-02-28,Minnesota,Memphis,110,101,202402280MIN
2024-02-28,Dallas,Toronto,136,125,202402280TOR
2024-02-29,Brooklyn,Atlanta,124,97,202402290BRK
2024-02-29,Milwaukee,Charlotte,111,99,202402290CHO
2024-02-29,Denver,Miami,103,97,202402290DEN
2024-02-29,LA Lakers,Washington,134,131,202402290LAL
2024-02-29,Golden State,New York,110,99,202402290NYK
2024-02-29,Orlando,Utah,115,107,202402290ORL
2024-02-29,Phoenix,Houston,110,105,202402290PHO
2024-02-29,San Antonio,Oklahoma City,132,118,202402290SAS
2024-03-01,Boston,Dallas,138,110,202403010BOS
2024-03-01,Milwaukee,Chicago,113,97,202403010CHI
2024-03-01,Cleveland,Detroit,110,100,202403010DET
2024-03-01,LA Clippers,Washington,140,115,202403010LAC
2024-03-01,Portland,Memphis,122,92,202403010MEM
2024-03-01,Sacramento,Minnesota,124,120,202403010MIN
2024-03-01,New Orleans,Indiana,129,102,202403010NOP
2024-03-01,Philadelphia,Charlotte,121,114,202403010PHI
2024-03-01,Golden State,Toronto,120,105,202403010TOR
2024-03-02,Brooklyn,Atlanta,114,102,202403020BRK
2024-03-02,Denver,LA Lakers,124,114,202403020LAL
2024-03-02,Portland,Memphis,107,100,202403020MEM
2024-03-02,Miami,Utah,126,120,202403020MIA
2024-03-02,Houston,Phoenix,118,109,202403020PHO
2024-03-03,Boston,Golden State,140,88,202403030BOS
2024-03-03,New York,Cleveland,107,98,202403030CLE
2024-03-03,Philadelphia,Dallas,120,116,202403030DAL
2024-03-03,LA Clippers,Minnesota,89,88,202403030MIN
2024-03-03,Orlando,Detroit,113,91,202403030ORL
2024-03-03,Oklahoma City,Phoenix,118,110,202403030PHO
2024-03-03,San Antonio,Indiana,117,105,202403030SAS
2024-03-03,Toronto,Charlotte,111,106,202403030TOR
2024-03-04,Memphis,Brooklyn,106,102,202403040BRK
2024-03-04,LA Lakers,Oklahoma City,116,104,202403040LAL
2024-03-04,Milwaukee,LA Clippers,113,106,202403040MIL
2024-03-04,Minnesota,Portland,119,114,202403040MIN
2024-03-04,Chicago,Sacramento,113,109,202403040SAC
2024-03-04,Utah,Washington,127,115,202403040UTA
2024-03-05,Brooklyn,Philadelphia,112,107,202403050BRK
2024-03-05,Orlando,Charlotte,101,89,202403050CHO
2024-03-05,Cleveland,Boston,105,104,202403050CLE
2024-03-05,Indiana,Dallas,137,120,202403050DAL
2024-03-05,Phoenix,Denver,117,107,202403050DEN
2024-03-05,Houston,San Antonio,114,101,202403050HOU
2024-03-05,Miami,Detroit,118,110,202403050MIA
2024-03-05,Atlanta,New York,116,100,202403050NYK
2024-03-05,New Orleans,Toronto,139,98,202403050TOR
2024-03-06,Atlanta,Cleveland,112,101,202403060ATL
2024-03-06,Golden State,Milwaukee,125,90,202403060GSW
2024-03-06,LA Clippers,Houston,122,116,202403060HOU
2024-03-06,Sacramento,LA Lakers,130,120,202403060LAL
2024-03-06,Memphis,Philadelphia,115,109,202403060PHI
2024-03-06,Oklahoma City,Portland,128,120,202403060POR
2024-03-06,Chicago,Utah,119,117,202403060UTA
2024-03-06,Orlando,Washington,119,109,202403060WAS
2024-03-07,Dallas,Miami,114,108,202403070DAL
2024-03-07,Denver,Boston,115,109,202403070DEN
2024-03-07,Detroit,Brooklyn,118,112,202403070DET
2024-03-07,Chicago,Golden State,125,122,202403070GSW
2024-03-07,Minnesota,Indiana,113,111,202403070IND
2024-03-07,Phoenix,Toronto,120,113,202403070PHO
2024-03-07,Sacramento,San Antonio,131,129,202403070SAC
2024-03-08,Cleveland,Minnesota,113,104,202403080CLE
2024-03-08,LA Lakers,Milwaukee,123,122,202403080LAL
2024-03-08,Atlanta,Memphis,99,92,202403080MEM
2024-03-08,New York,Orlando,98,74,202403080NYK
2024-03-08,Oklahoma City,Miami,107,100,202403080OKC
2024-03-08,New Orleans,Philadelphia,103,95,202403080PHI
2024-03-08,Houston,Portland,123,107,202403080POR
2024-03-08,Washington,Charlotte,112,100,202403080WAS
2024-03-09,Charlotte,Brooklyn,110,99,202403090CHO
2024-03-09,Denver,Utah,142,121,202403090DEN
2024-03-09,Dallas,Detroit,142,124,202403090DET
2024-03-09,San Antonio,Golden State,126,113,202403090GSW
2024-03-09,LA Clippers,Chicago,112,102,202403090LAC
2024-03-09,Boston,Phoenix,117,107,202403090PHO
2024-03-09,Portland,Toronto,128,118,202403090POR
2024-03-10,New Orleans,Atlanta,116,103,202403100ATL
2024-03-10,Brooklyn,Cleveland,120,101,202403100CLE
2024-03-10,Milwaukee,LA Clippers,124,117,202403100LAC
2024-03-10,LA Lakers,Minnesota,120,109,202403100LAL
2024-03-10,Washington,Miami,110,108,202403100MIA
2024-03-10,Philadelphia,New York,79,73,202403100NYK
2024-03-10,Oklahoma City,Memphis,124,93,202403100OKC
2024-03-10,Indiana,Orlando,111,97,202403100ORL
2024-03-10,Houston,Sacramento,112,104,202403100SAC
2024-03-11,Dallas,Chicago,127,92,202403110CHI
2024-03-11,Phoenix,Cleveland,117,111,202403110CLE
2024-03-11,Denver,Toronto,125,119,202403110DEN
2024-03-11,Detroit,Charlotte,114,97,202403110DET
2024-03-11,Boston,Portland,121,99,202403110POR
2024-03-11,Golden State,San Antonio,112,102,202403110SAS
2024-03-12,Minnesota,LA Clippers,118,100,202403120LAC
2024-03-12,Memphis,Washington,109,97,202403120MEM
2024-03-12,New York,Philadelphia,106,79,202403120NYK
2024-03-12,Indiana,Oklahoma City,121,111,202403120OKC
2024-03-12,Sacramento,Milwaukee,129,94,202403120SAC
2024-03-12,Houston,San Antonio,103,101,202403120SAS
2024-03-12,Boston,Utah,123,107,202403120UTA
2024-03-13,Dallas,Golden State,109,99,202403130DAL
2024-03-13,Detroit,Toronto,113,104,202403130DET
2024-03-13,Chicago,Indiana,132,129,202403130IND
2024-03-13,Charlotte,Memphis,110,98,202403130MEM
2024-03-13,Denver,Miami,100,88,202403130MIA
2024-03-13,Cleveland,New Orleans,116,95,202403130NOP
2024-03-13,Orlando,Brooklyn,114,106,202403130ORL
2024-03-13,Portland,Atlanta,106,102,202403130POR
2024-03-13,Sacramento,LA Lakers,120,107,202403130SAC
2024-03-14,Boston,Phoenix,127,112,202403140BOS
2024-03-14,LA Clippers,Chicago,126,111,202403140CHI
2024-03-14,Houston,Washington,135,119,202403140HOU
2024-03-14,Milwaukee,Philadelphia,114,105,202403140MIL
2024-03-14,Oklahoma City,Dallas,126,119,202403140OKC
2024-03-14,New York,Portland,105,93,202403140POR
2024-03-15,Phoenix,Charlotte,107,96,202403150CHO
2024-03-15,Miami,Detroit,108,95,202403150DET
2024-03-15,New Orleans,LA Clippers,112,104,202403150NOP
2024-03-15,Denver,San Antonio,117,106,202403150SAS
2024-03-15,Orlando,Toronto,113,103,202403150TOR
2024-03-15,Utah,Atlanta,124,122,202403150UTA
2024-03-16,Chicago,Washington,127,98,202403160CHI
2024-03-16,Houston,Cleveland,117,103,202403160HOU
2024-03-16,Indiana,Brooklyn,121,100,202403160IND
2024-03-16,Golden State,LA Lakers,128,121,202403160LAL
2024-03-16,Oklahoma City,Memphis,118,112,202403160MEM
2024-03-16,New Orleans,Portland,126,107,202403160NOP
2024-03-16,Philadelphia,Charlotte,109,98,202403160PHI
