name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Jonathan Isaac,14.0,4.0,6.0,0.667,1.0,3.0,0.333,2.0,3.0,0.667,1.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,11.0,10.0,0,1,202310250ORL,12.8625,4.741150568181818,0.11330965909090912
Moritz Wagner,15.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,3.0,4.0,2.0,13.0,0,1,202310250ORL,2.1,6.818235197368422,-0.2663042763157895
Goga Bitadze,4.0,2.0,2.0,1.0,0.0,0.0,,3.0,4.0,0.75,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,7.0,9.0,0,1,202310250ORL,9.7125,4.561988486842106,0.03929111842105265
Anthony Black,4.0,2.0,2.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,9.0,0,1,202310250ORL,9.975,5.0124375,0.02493750000000003
Boban Marjanović,,,,,,,,,,,,,,,,,,,,,0,0,202310250ORL,,4.0,-0.1
Jett Howard,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0,1,202310250ORL,0.525,4.0,0.0013125000000000012
Chuma Okeke,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,1,202310250ORL,2.1,4.111938701923077,-0.13878245192307692
Gary Harris,16.0,5.0,8.0,0.625,1.0,4.0,0.25,0.0,0.0,,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,11.0,8.0,0,1,202310250ORL,16.0125,6.076966796875,0.132826171875
Caleb Houstan,4.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0,1,202310250ORL,3.1500000000000004,4.0,-0.10124999999999998
Aaron Holiday,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0,0,202310250ORL,-3.0,4.0,-0.255
Jermaine Samuels,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-10.0,0,0,202310250ORL,0.0,4.0,0.0
Jeenathan Williams,4.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-9.0,0,0,202310250ORL,3.0,6.8005875,-0.24191249999999997
Fred VanVleet,33.0,5.0,13.0,0.385,4.0,6.0,0.667,0.0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,14.0,-3.0,1,0,202310250ORL,16.5,14.654650186567164,-0.25859608208955215
Jalen Green,29.0,2.0,10.0,0.2,0.0,1.0,0.0,6.0,7.0,0.857,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,10.0,-12.0,1,0,202310250ORL,0.0,9.741955,-0.459045
Jabari Smith Jr.,26.0,3.0,9.0,0.333,0.0,4.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,1.0,1.0,0.0,1.0,6.0,7.0,-8.0,1,0,202310250ORL,2.75,8.740042868589745,-0.33984495192307695
Dillon Brooks,26.0,5.0,7.0,0.714,4.0,6.0,0.667,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,2.0,4.0,14.0,-15.0,1,0,202310250ORL,22.5,7.60453213028169,0.23067649647887323
Alperen Şengün,28.0,6.0,11.0,0.545,0.0,1.0,0.0,2.0,4.0,0.5,2.0,6.0,8.0,6.0,0.0,0.0,1.0,4.0,14.0,-2.0,1,0,202310250ORL,24.0,13.29867694256757,0.0016330236486487015
Jae'Sean Tate,15.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,-11.0,0,0,202310250ORL,10.0,5.893254166666667,-0.015912499999999996
Jeff Green,13.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,-11.0,0,0,202310250ORL,4.75,4.393275943396227,-0.08266745283018866
Reggie Bullock,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,-5.0,0,0,202310250ORL,7.0,5.921758413461538,-0.09578966346153842
Cam Whitmore,9.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-12.0,0,0,202310250ORL,-4.5,4.0,-0.01125000000000001
Jock Landale,8.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,-9.0,0,0,202310250ORL,3.5,4.908494485294118,-0.1396672794117647
Amen Thompson,21.0,3.0,10.0,0.3,1.0,7.0,0.143,1.0,2.0,0.5,1.0,4.0,5.0,2.0,0.0,0.0,4.0,2.0,8.0,-34.0,0,0,202310250ORL,2.25,4.0,0.005625000000000005
Blake Wesley,,,,,,,,,,,,,,,,,,,,,0,0,202310250SAS,,4.0,-0.1
Zach Collins,31.0,6.0,10.0,0.6,0.0,4.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,3.0,4.0,14.0,-4.0,1,0,202310250SAS,20.75,9.140562003968254,0.11248660714285719
Keldon Johnson,31.0,7.0,15.0,0.467,1.0,3.0,0.333,2.0,3.0,0.667,2.0,7.0,9.0,7.0,0.0,0.0,3.0,4.0,17.0,0.0,1,0,202310250SAS,24.5,11.029412802419355,0.12165070564516134
Jeremy Sochan,28.0,4.0,12.0,0.333,2.0,4.0,0.5,3.0,6.0,0.5,3.0,5.0,8.0,5.0,1.0,0.0,3.0,4.0,13.0,-10.0,1,0,202310250SAS,16.25,7.536301704545455,0.07027897727272725
Victor Wembanyama,23.0,6.0,9.0,0.667,3.0,5.0,0.6,0.0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,15.0,0.0,1,0,202310250SAS,20.0,10.05,0.050000000000000044
Tre Jones,25.0,5.0,7.0,0.714,2.0,3.0,0.667,4.0,4.0,1.0,1.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,16.0,1.0,0,0,202310250SAS,26.75,11.103639458955223,0.1770536380597016
Cedi Osman,22.0,5.0,10.0,0.5,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,12.0,-11.0,0,0,202310250SAS,11.5,5.255728333333334,0.053395000000000026
Devonte' Graham,,,,,,,,,,,,,,,,,,,,,0,0,202310250SAS,,5.127226027397261,-0.1
Charles Bassey,13.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,-6.0,0,0,202310250SAS,10.25,6.051730698529412,-0.016835477941176458
Doug McDermott,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-7.0,0,0,202310250SAS,3.0,5.073022817460318,-0.1605089285714286
Dominick Barlow,,,,,,,,,,,,,,,,,,,,,0,0,202310250SAS,,4.337946428571429,-0.1
Julian Champagnie,,,,,,,,,,,,,,,,,,,,,0,0,202310250SAS,,5.827205882352942,-0.1
Devin Vassell,35.0,9.0,17.0,0.529,1.0,6.0,0.167,4.0,5.0,0.8,1.0,4.0,5.0,3.0,2.0,0.0,2.0,2.0,23.0,4.0,1,0,202310250SAS,24.75,11.09793918918919,0.12496621621621623
Sandro Mamukelashvili,,,,,,,,,,,,,,,,,,,,,0,0,202310250SAS,,4.926785714285715,-0.1
Malaki Branham,17.0,3.0,7.0,0.429,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,7.0,-2.0,0,0,202310250SAS,8.0,5.308074337121212,-0.040694602272727254
Olivier-Maxence Prosper,,,,,,,,,,,,,,,,,,,,,0,1,202310250SAS,,4.0,-0.1
Dereck Lively II,30.0,7.0,8.0,0.875,0.0,0.0,,2.0,3.0,0.667,5.0,5.0,10.0,1.0,1.0,1.0,1.0,4.0,16.0,20.0,0,1,202310250SAS,34.9125,17.54353125,0.08728125000000009
Markieff Morris,,,,,,,,,,,,,,,,,,,,,0,1,202310250SAS,,4.0,-0.1
Dwight Powell,,,,,,,,,,,,,,,,,,,,,0,1,202310250SAS,,5.95921052631579,-0.1
Kyrie Irving,36.0,10.0,24.0,0.417,1.0,8.0,0.125,1.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,2.0,3.0,22.0,1.0,1,1,202310250SAS,19.425,16.9626578125,-0.2907796875
Grant Williams,35.0,6.0,11.0,0.545,4.0,8.0,0.5,1.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,3.0,4.0,17.0,2.0,1,1,202310250SAS,21.2625,6.758519074675325,0.23814569805194807
Maxi Kleber,23.0,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,1.0,0.0,3.0,6.0,-12.0,1,1,202310250SAS,14.700000000000001,5.32285304054054,0.13400168918918925
Derrick Jones Jr.,11.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,1,1,202310250SAS,-2.625,4.0,-0.24562499999999998
Luka Dončić,34.0,13.0,25.0,0.52,3.0,11.0,0.273,4.0,7.0,0.571,1.0,12.0,13.0,10.0,2.0,0.0,4.0,1.0,33.0,4.0,1,1,202310250SAS,60.112500000000004,22.78321496212121,0.5000710227272729
Tim Hardaway Jr.,27.0,5.0,14.0,0.357,3.0,10.0,0.3,4.0,4.0,1.0,2.0,4.0,6.0,4.0,1.0,0.0,1.0,0.0,17.0,9.0,0,1,202310250SAS,24.675,8.432995158450705,0.24857614436619724
Dante Exum,7.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0,1,202310250SAS,3.1500000000000004,4.0,0.007875000000000007
Seth Curry,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,202310250SAS,0.0,4.9996598360655735,-0.2355860655737705
Jaden Hardy,,,,,,,,,,,,,,,,,,,,,0,1,202310250SAS,,4.364973958333334,-0.1
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,0,1,202310250SAS,,4.0,-0.1
Josh Green,29.0,3.0,5.0,0.6,2.0,2.0,1.0,3.0,4.0,0.75,2.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,11.0,4.0,0,1,202310250SAS,14.175,6.106260416666666,0.0833437500000001
Gary Trent Jr.,26.0,2.0,8.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,5.0,3.0,0,1,202310250TOR,7.3500000000000005,8.91649755859375,-0.22774072265625
Scottie Barnes,37.0,6.0,16.0,0.375,1.0,4.0,0.25,4.0,6.0,0.667,1.0,7.0,8.0,5.0,2.0,5.0,4.0,1.0,17.0,2.0,1,1,202310250TOR,27.5625,12.449887499999999,0.13488750000000005
Pascal Siakam,34.0,5.0,17.0,0.294,3.0,5.0,0.6,2.0,2.0,1.0,0.0,7.0,7.0,6.0,1.0,0.0,2.0,2.0,15.0,7.0,1,1,202310250TOR,22.575,16.092248660714287,-0.16730491071428577
OG Anunoby,33.0,7.0,13.0,0.538,4.0,9.0,0.444,2.0,2.0,1.0,0.0,6.0,6.0,1.0,2.0,3.0,2.0,2.0,20.0,6.0,1,1,202310250TOR,32.550000000000004,11.333717788461538,0.3180447115384618
Dennis Schröder,32.0,8.0,17.0,0.471,4.0,8.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,2.0,1.0,22.0,10.0,1,1,202310250TOR,30.1875,8.48421875,0.3904687500000001
Precious Achiuwa,24.0,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,3.0,5.0,8.0,0.0,0.0,0.0,2.0,1.0,8.0,-5.0,0,1,202310250TOR,9.1875,6.956577272727273,-0.08728636363636363
Garrett Temple,,,,,,,,,,,,,,,,,,,,,0,1,202310250TOR,,4.0,-0.1
Malachi Flynn,9.0,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,3.0,-14.0,0,1,202310250TOR,2.625,4.0,-0.11437499999999999
Gradey Dick,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,202310250TOR,0.525,4.0,0.0013125000000000012
Chris Boucher,,,,,,,,,,,,,,,,,,,,,0,1,202310250TOR,,7.0095439189189195,-0.1
Otto Porter Jr.,,,,,,,,,,,,,,,,,,,,,0,1,202310250TOR,,4.817857142857143,-0.1
Daishen Nix,,,,,,,,,,,,,,,,,,,,,0,0,202310250TOR,,4.0,-0.1
Thaddeus Young,,,,,,,,,,,,,,,,,,,,,0,1,202310250TOR,,4.363701923076924,-0.1
Jalen McDaniels,16.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,-3.0,0,1,202310250TOR,5.25,6.572575781249999,-0.17226796874999997
Wendell Moore Jr.,,,,,,,,,,,,,,,,,,,,,0,0,202310250TOR,,4.0,-0.1
Jakob Poeltl,23.0,3.0,3.0,1.0,0.0,0.0,,1.0,4.0,0.25,3.0,8.0,11.0,1.0,1.0,1.0,0.0,1.0,7.0,8.0,1,1,202310250TOR,22.3125,12.648734595070422,-0.01191681338028161
Leonard Miller,,,,,,,,,,,,,,,,,,,,,0,0,202310250TOR,,4.0,-0.1
Josh Minott,,,,,,,,,,,,,,,,,,,,,0,0,202310250TOR,,4.0,-0.1
Anthony Edwards,38.0,8.0,27.0,0.296,4.0,7.0,0.571,6.0,6.0,1.0,5.0,9.0,14.0,1.0,0.0,0.0,2.0,1.0,26.0,0.0,1,0,202310250TOR,30.75,14.307916940789475,0.13077878289473688
Karl-Anthony Towns,35.0,8.0,25.0,0.32,2.0,10.0,0.2,1.0,1.0,1.0,2.0,8.0,10.0,3.0,0.0,4.0,4.0,2.0,19.0,-1.0,1,0,202310250TOR,23.0,14.966722098214287,-0.1031439732142857
Rudy Gobert,32.0,6.0,12.0,0.5,0.0,0.0,,3.0,5.0,0.6,5.0,8.0,13.0,1.0,2.0,4.0,2.0,3.0,15.0,-11.0,1,0,202310250TOR,34.75,14.276405790441176,0.236975643382353
Nickeil Alexander-Walker,22.0,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,2.0,-17.0,1,0,202310250TOR,6.0,4.070233836206897,-0.034723060344827555
Mike Conley,30.0,4.0,9.0,0.444,1.0,4.0,0.25,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,11.0,-6.0,1,0,202310250TOR,17.25,10.800415719696971,-0.05734943181818186
Naz Reid,23.0,3.0,8.0,0.375,0.0,2.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0,0,202310250TOR,9.25,7.351064393939394,-0.10423863636363634
Shake Milton,21.0,1.0,5.0,0.2,1.0,4.0,0.25,1.0,2.0,0.5,0.0,3.0,3.0,4.0,2.0,0.0,2.0,4.0,4.0,3.0,0,0,202310250TOR,8.0,5.85622625,-0.06652374999999999
Troy Brown Jr.,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,202310250TOR,1.0,5.7249175,-0.2435825
Luka Garza,,,,,,,,,,,,,,,,,,,,,0,0,202310250TOR,,4.0,-0.1
Jordan McLaughlin,,,,,,,,,,,,,,,,,,,,,0,0,202310250TOR,,4.378810975609756,-0.1
Kyle Anderson,30.0,3.0,9.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,2.0,7.0,9.0,5.0,2.0,0.0,1.0,0.0,7.0,15.0,0,0,202310250TOR,18.5,10.45400662878788,-0.008303977272727248
John Collins,30.0,6.0,11.0,0.545,1.0,3.0,0.333,2.0,2.0,1.0,3.0,8.0,11.0,2.0,1.0,0.0,0.0,3.0,15.0,-9.0,1,0,202310250UTA,32.25,10.09370906690141,0.3686210387323944
Jordan Ford,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,202310250UTA,-1.05,4.0,-0.0026250000000000023
Colby Jones,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,202310250UTA,1.05,4.0,0.0026250000000000023
Lauri Markkanen,31.0,6.0,15.0,0.4,2.0,6.0,0.333,5.0,6.0,0.833,2.0,8.0,10.0,1.0,2.0,0.0,1.0,1.0,19.0,-7.0,1,0,202310250UTA,28.5,16.586390625,-0.0354843749999999
Jordan Clarkson,30.0,8.0,16.0,0.5,2.0,5.0,0.4,6.0,8.0,0.75,2.0,2.0,4.0,6.0,0.0,0.0,2.0,4.0,24.0,-4.0,1,0,202310250UTA,25.5,10.977919057377049,0.15025512295081983
Kelly Olynyk,16.0,2.0,3.0,0.667,0.0,0.0,,1.0,1.0,1.0,3.0,3.0,6.0,4.0,1.0,0.0,1.0,3.0,5.0,-5.0,0,0,202310250UTA,16.75,10.318185202205884,-0.04771553308823534
Talen Horton-Tucker,21.0,3.0,9.0,0.333,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,8.0,-5.0,1,0,202310250UTA,10.0,6.586516826923076,-0.04857932692307687
Collin Sexton,19.0,2.0,9.0,0.222,0.0,2.0,0.0,5.0,7.0,0.714,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,9.0,-10.0,0,0,202310250UTA,-1.5,7.0270130208333335,-0.37038281250000005
Ochai Agbaji,19.0,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,-11.0,0,0,202310250UTA,4.0,4.417126059322033,-0.1034247881355932
Keyonte George,18.0,3.0,5.0,0.6,1.0,3.0,0.333,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,-9.0,0,0,202310250UTA,9.5,4.77375,0.02375000000000002
Keon Ellis,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,202310250UTA,0.0,4.0,-0.18
Kris Dunn,15.0,3.0,6.0,0.5,0.0,1.0,0.0,2.0,4.0,0.5,0.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,8.0,-16.0,0,0,202310250UTA,4.0,10.891228693181818,-0.4084872159090909
Walker Kessler,22.0,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,4.0,4.0,8.0,0.0,0.0,1.0,1.0,3.0,8.0,-14.0,1,0,202310250UTA,17.0,11.153263513513513,-0.0805202702702702
Kessler Edwards,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,202310250UTA,-1.05,4.0,-0.20625
Malik Monk,23.0,4.0,12.0,0.333,2.0,9.0,0.222,0.0,0.0,,1.0,1.0,2.0,7.0,0.0,2.0,2.0,2.0,10.0,12.0,0,1,202310250UTA,15.4875,8.275407916666667,0.015491250000000012
JaVale McGee,13.0,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,13.0,0,1,202310250UTA,12.600000000000001,4.135,0.13500000000000006
Davion Mitchell,13.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0,1,202310250UTA,4.7250000000000005,4.102648237179488,-0.06962740384615383
Chris Duarte,14.0,3.0,5.0,0.6,3.0,4.0,0.75,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,5.0,0,1,202310250UTA,14.4375,4.398926630434783,0.17066576086956523
Sasha Vezenkov,15.0,3.0,6.0,0.5,2.0,5.0,0.4,0.0,0.0,,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,8.0,9.0,0,1,202310250UTA,10.762500000000001,5.40815625,0.02690625000000002
Kevin Huerter,23.0,3.0,9.0,0.333,1.0,5.0,0.2,0.0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0,1.0,3.0,7.0,6.0,1,1,202310250UTA,9.450000000000001,10.051246147260274,-0.22623672945205472
Keegan Murray,29.0,5.0,13.0,0.385,4.0,9.0,0.444,1.0,1.0,1.0,2.0,6.0,8.0,1.0,1.0,2.0,0.0,4.0,15.0,12.0,1,1,202310250UTA,27.825000000000003,9.36079607371795,0.2873185096153848
Domantas Sabonis,32.0,8.0,14.0,0.571,1.0,2.0,0.5,5.0,7.0,0.714,6.0,6.0,12.0,5.0,1.0,2.0,3.0,3.0,22.0,5.0,1,1,202310250UTA,43.050000000000004,20.8332775974026,0.1452905844155845
De'Aaron Fox,32.0,6.0,18.0,0.333,1.0,7.0,0.143,5.0,6.0,0.833,2.0,3.0,5.0,6.0,1.0,1.0,3.0,4.0,18.0,14.0,1,1,202310250UTA,19.95,14.853089348591551,-0.17763248239436613
Harrison Barnes,33.0,11.0,16.0,0.688,5.0,7.0,0.714,6.0,6.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,33.0,10.0,1,1,202310250UTA,43.050000000000004,9.797862109375,0.6652839843750001
Omer Yurtseven,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,202310250UTA,1.0,4.0,-0.155
Brice Sensabaugh,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,202310250UTA,0.25,4.0,0.0006250000000000006
Simone Fontecchio,2.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,202310250UTA,3.75,4.0,-0.08625
Taylor Hendricks,2.0,0.0,0.0,,0.0,0.0,,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,202310250UTA,1.0,4.0,0.0025000000000000022
Alex Len,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,1,202310250UTA,0.0,4.0,-0.18
Luka Šamanić,2.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,202310250UTA,1.0,6.355285714285714,-0.2732857142857143
Kevin Durant,39.0,14.0,28.0,0.5,1.0,5.0,0.2,10.0,13.0,0.769,0.0,11.0,11.0,2.0,1.0,1.0,8.0,2.0,39.0,18.0,1,0,202310260LAL,33.0,18.125226938164896,0.00980606050531907
Cam Reddish,11.0,2.0,5.0,0.4,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,-12.0,0,1,202310260LAL,0.525,5.285602712339744,-0.23531635817307697
D'Moi Hodge,,,,,,,,,,,,,,,,,,,,,0,1,202310260LAL,,4.0,-0.1
Max Christie,,,,,,,,,,,,,,,,,,,,,0,1,202310260LAL,,4.0,-0.1
Colin Castleton,,,,,,,,,,,,,,,,,,,,,0,1,202310260LAL,,4.0,-0.1
Jaxson Hayes,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0,1,202310260LAL,0.525,4.0,-0.166875
Rui Hachimura,12.0,2.0,3.0,0.667,1.0,2.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,-13.0,0,1,202310260LAL,7.875,6.081398358134921,-0.08040620535714282
Christian Wood,21.0,2.0,7.0,0.286,0.0,2.0,0.0,3.0,4.0,0.75,2.0,8.0,10.0,1.0,0.0,0.0,1.0,2.0,7.0,23.0,0,1,202310260LAL,12.075000000000001,10.677594547574628,-0.1870332509328358
Gabe Vincent,35.0,3.0,10.0,0.3,0.0,5.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,7.0,13.0,0,1,202310260LAL,16.5375,5.752728830422794,0.16184785615808833
Taurean Prince,18.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-15.0,1,1,202310260LAL,-2.625,5.270115070465687,-0.3170473069852941
Austin Reaves,27.0,4.0,7.0,0.571,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,10.0,-11.0,1,1,202310260LAL,11.2875,8.762152633928572,-0.11739200892857149
D'Angelo Russell,33.0,6.0,16.0,0.375,1.0,7.0,0.143,1.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,14.0,8.0,1,1,202310260LAL,17.325,12.338485876358696,-0.12786059103260872
LeBron James,35.0,7.0,14.0,0.5,1.0,5.0,0.2,6.0,8.0,0.75,1.0,7.0,8.0,9.0,2.0,2.0,5.0,1.0,21.0,22.0,1,1,202310260LAL,34.9125,18.828026869318183,0.026755278409090977
Anthony Davis,39.0,10.0,17.0,0.588,1.0,2.0,0.5,9.0,10.0,0.9,3.0,9.0,12.0,2.0,3.0,3.0,2.0,2.0,30.0,7.0,1,1,202310260LAL,52.237500000000004,20.622138647727272,0.3957500113636365
Chimezie Metu,,,,,,,,,,,,,,,,,,,,,0,0,202310260LAL,,4.0,-0.1
Saben Lee,,,,,,,,,,,,,,,,,,,,,0,0,202310260LAL,,4.2155000000000005,-0.1
Bol Bol,,,,,,,,,,,,,,,,,,,,,0,0,202310260LAL,,6.891485507246378,-0.1
Keita Bates-Diop,,,,,,,,,,,,,,,,,,,,,0,0,202310260LAL,,6.488920454545455,-0.1
Udoka Azubuike,,,,,,,,,,,,,,,,,,,,,0,0,202310260LAL,,4.0,-0.1
Nassir Little,13.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,-7.0,0,0,202310260LAL,3.5,4.0,-0.09534359375
Yuta Watanabe,14.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,-14.0,0,0,202310260LAL,1.5,4.047833661099138,-0.15146860183189653
