name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Gabe Vincent,17.0,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.6,-2.0,0,1,202410220LAL,3.1500000000000004,6.28625,-0.21374999999999997
Terrence Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,0,0,202410220LAL,,4.0,-0.1
LeBron James,34.0,7.0,16.0,0.438,1.0,4.0,0.25,1.0,1.0,1.0,0.0,5.0,5.0,4.0,0.0,2.0,2.0,3.0,16.0,10.1,-6.0,1,1,202410220LAL,19.95,19.59875,-0.4012499999999999
Dalton Knecht,15.0,2.0,4.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,4.3,7.0,0,1,202410220LAL,7.3500000000000005,6.86875,-0.13124999999999998
Maxwell Lewis,,,,,,,,,,,,,,,,,,,,,,0,1,202410220LAL,,4.0,-0.1
Jaxson Hayes,15.0,4.0,5.0,0.8,0.0,0.0,,2.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,10.0,10.0,-1.0,0,1,202410220LAL,16.0125,5.1753125,0.17531250000000004
Cam Reddish,,,,,,,,,,,,,,,,,,,,,,0,1,202410220LAL,,5.9,-0.1
Max Christie,11.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,-1.1,-5.0,0,1,202410220LAL,1.3125,6.7178125,-0.2821875
Anthony Davis,37.0,11.0,23.0,0.478,1.0,3.0,0.333,13.0,15.0,0.867,3.0,13.0,16.0,4.0,1.0,3.0,1.0,1.0,36.0,34.0,1.0,1,1,202410220LAL,58.0125,22.9378125,0.43781250000000016
Rui Hachimura,35.0,7.0,14.0,0.5,1.0,4.0,0.25,3.0,4.0,0.75,3.0,2.0,5.0,1.0,2.0,1.0,0.0,2.0,18.0,15.9,19.0,1,1,202410220LAL,23.8875,8.2371875,0.2371875
Joe Ingles,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4,1.0,0,0,202410220LAL,0.5,4.7875,-0.21249999999999997
Mike Conley,20.0,1.0,7.0,0.143,0.0,5.0,0.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0,5.0,1.5,-22.0,1,0,202410220LAL,4.5,8.23,-0.27
Nickeil Alexander-Walker,28.0,5.0,7.0,0.714,3.0,4.0,0.75,1.0,2.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,14.0,11.0,13.0,0,0,202410220LAL,16.5,5.665,0.16500000000000004
Leonard Miller,,,,,,,,,,,,,,,,,,,,,,0,0,202410220LAL,,4.0,-0.1
Josh Minott,,,,,,,,,,,,,,,,,,,,,,0,0,202410220LAL,,4.0,-0.1
Naz Reid,26.0,3.0,8.0,0.375,2.0,4.0,0.5,4.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,12.0,7.7,-6.0,0,0,202410220LAL,11.25,8.87625,-0.12374999999999997
Rudy Gobert,35.0,5.0,8.0,0.625,0.0,0.0,,3.0,4.0,0.75,3.0,11.0,14.0,2.0,0.0,1.0,1.0,4.0,13.0,13.9,-10.0,1,0,202410220LAL,32.75,14.18875,0.18875000000000008
Donte DiVincenzo,31.0,3.0,11.0,0.273,2.0,8.0,0.25,2.0,4.0,0.5,1.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,10.0,6.3,-5.0,0,0,202410220LAL,9.25,9.30375,-0.19624999999999998
PJ Dozier,,,,,,,,,,,,,,,,,,,,,,0,0,202410220LAL,,4.0,-0.1
Anthony Edwards,41.0,10.0,25.0,0.4,5.0,13.0,0.385,2.0,3.0,0.667,0.0,6.0,6.0,3.0,0.0,0.0,4.0,3.0,27.0,11.8,0.0,1,0,202410220LAL,21.5,15.8175,-0.1825
Julius Randle,34.0,5.0,10.0,0.5,1.0,3.0,0.333,5.0,7.0,0.714,3.0,6.0,9.0,4.0,0.0,0.0,2.0,3.0,16.0,13.7,2.0,1,0,202410220LAL,22.75,14.89375,-0.10624999999999996
Jaden McDaniels,16.0,3.0,8.0,0.375,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,0.9,-8.0,1,0,202410220LAL,5.5,7.7775,-0.22249999999999998
Rob Dillingham,,,,,,,,,,,,,,,,,,,,,,0,0,202410220LAL,,4.0,-0.1
Luka Garza,,,,,,,,,,,,,,,,,,,,,,0,0,202410220LAL,,4.0,-0.1
Jaylen Martin,,,,,,,,,,,,,,,,,,,,,,0,0,202410230ATL,,4.0,-0.1
Vit Krejci,11.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.3,-8.0,0,1,202410230ATL,6.300000000000001,4.0,-0.022499999999999964
Mouhamed Gueye,,,,,,,,,,,,,,,,,,,,,,0,1,202410230ATL,,4.0,-0.1
Onyeka Okongwu,28.0,11.0,12.0,0.917,0.0,0.0,,6.0,6.0,1.0,4.0,4.0,8.0,1.0,0.0,3.0,2.0,1.0,28.0,28.4,4.0,0,1,202410230ATL,40.95,9.61875,0.6187500000000001
Cam Thomas,33.0,14.0,27.0,0.519,7.0,13.0,0.538,1.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,0.0,2.0,4.0,36.0,26.5,-8.0,1,0,202410230ATL,40.5,10.085,0.585
Zaccharie Risacher,19.0,2.0,8.0,0.25,1.0,4.0,0.25,2.0,4.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,0.3,1.0,0,1,202410230ATL,-1.3125,7.6071875,-0.3928125
Larry Nance Jr.,,,,,,,,,,,,,,,,,,,,,,0,1,202410230ATL,,8.4,-0.1
Tyrese Martin,,,,,,,,,,,,,,,,,,,,,,0,0,202410230ATL,,4.0,-0.1
Yongxi Cui,,,,,,,,,,,,,,,,,,,,,,0,0,202410230ATL,,4.0,-0.1
David Roddy,,,,,,,,,,,,,,,,,,,,,,0,1,202410230ATL,,4.0,-0.1
Jalen Johnson,36.0,4.0,9.0,0.444,0.0,3.0,0.0,3.0,8.0,0.375,1.0,9.0,10.0,4.0,3.0,1.0,6.0,3.0,11.0,7.0,-3.0,1,1,202410230ATL,21.2625,11.9915625,-0.008437499999999987
Trae Young,36.0,7.0,16.0,0.438,2.0,6.0,0.333,14.0,16.0,0.875,1.0,4.0,5.0,12.0,1.0,1.0,3.0,1.0,30.0,29.4,12.0,1,1,202410230ATL,49.0875,18.8946875,0.3946875000000001
Clint Capela,19.0,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,1.0,6.0,7.0,1.0,1.0,1.0,1.0,0.0,6.0,7.6,0.0,1,1,202410230ATL,16.0125,10.9053125,-0.09468749999999998
Cameron Johnson,32.0,4.0,10.0,0.4,1.0,6.0,0.167,5.0,6.0,0.833,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,14.0,9.9,-10.0,1,0,202410230ATL,15.0,8.97,-0.02999999999999997
Ziaire Williams,15.0,3.0,6.0,0.5,2.0,3.0,0.667,1.0,2.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,9.0,5.8,5.0,0,0,202410230ATL,8.25,4.50375,0.003750000000000031
Ben Simmons,24.0,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,8.0,0.0,1.0,6.0,5.0,6.0,5.0,-8.0,1,0,202410230ATL,16.0,6.13,0.13
Dariq Whitehead,,,,,,,,,,,,,,,,,,,,,,0,0,202410230ATL,,4.0,-0.1
Keon Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,202410230ATL,,9.9,-0.1
De'Andre Hunter,25.0,3.0,10.0,0.3,2.0,4.0,0.5,4.0,5.0,0.8,1.0,5.0,6.0,1.0,2.0,0.0,0.0,5.0,12.0,8.7,10.0,1,1,202410230ATL,16.5375,8.5309375,0.030937500000000062
Dorian Finney-Smith,29.0,3.0,10.0,0.3,2.0,7.0,0.286,0.0,0.0,,3.0,5.0,8.0,1.0,1.0,2.0,1.0,5.0,8.0,5.9,-4.0,1,0,202410230ATL,15.25,7.54375,0.04375000000000007
Keaton Wallace,,,,,,,,,,,,,,,,,,,,,,0,1,202410230ATL,,4.0,-0.1
Jalen Wilson,33.0,3.0,7.0,0.429,2.0,5.0,0.4,8.0,8.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,5.0,16.0,11.6,4.0,0,0,202410230ATL,16.25,5.18125,0.18125000000000002
Nic Claxton,15.0,3.0,4.0,0.75,0.0,0.0,,1.0,4.0,0.25,0.0,5.0,5.0,0.0,1.0,1.0,0.0,3.0,7.0,6.2,7.0,0,0,202410230ATL,11.0,12.308,-0.2919999999999999
Dennis Schröder,34.0,5.0,16.0,0.313,2.0,6.0,0.333,1.0,2.0,0.5,0.0,3.0,3.0,7.0,1.0,0.0,5.0,4.0,13.0,3.6,-4.0,1,0,202410230ATL,9.5,9.31,-0.18999999999999997
Shake Milton,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,8.0,0,0,202410230ATL,-1.0,5.2275,-0.2725
Garrison Mathews,,,,,,,,,,,,,,,,,,,,,,0,1,202410230ATL,,4.4,-0.1
Dyson Daniels,34.0,6.0,12.0,0.5,2.0,4.0,0.5,1.0,4.0,0.25,3.0,2.0,5.0,2.0,5.0,1.0,1.0,4.0,15.0,15.0,7.0,1,1,202410230ATL,24.4125,8.3458125,0.24581250000000004
Bogdan Bogdanović,27.0,2.0,6.0,0.333,2.0,6.0,0.333,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,8.0,4.8,-3.0,0,1,202410230ATL,9.450000000000001,9.30875,-0.19124999999999995
Noah Clowney,14.0,2.0,6.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,3.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,7.0,6.9,-10.0,0,0,202410230ATL,11.25,4.57875,0.07875000000000001
Jalen Duren,30.0,4.0,4.0,1.0,0.0,0.0,,5.0,6.0,0.833,4.0,9.0,13.0,4.0,0.0,0.0,2.0,3.0,13.0,16.5,-16.0,1,0,202410230DET,35.0,14.245,0.245
Marcus Sasser,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.7,9.0,0,0,202410230DET,4.5,5.8425,-0.15750000000000003
Cole Swider,,,,,,,,,,,,,,,,,,,,,,0,0,202410230DET,,4.0,-0.1
Cade Cunningham,36.0,10.0,23.0,0.435,2.0,6.0,0.333,6.0,6.0,1.0,0.0,5.0,5.0,8.0,1.0,0.0,2.0,2.0,28.0,21.2,-10.0,1,0,202410230DET,31.5,13.298,0.19800000000000018
Jaden Ivey,30.0,5.0,13.0,0.385,0.0,2.0,0.0,7.0,9.0,0.778,4.0,1.0,5.0,4.0,1.0,0.0,1.0,3.0,17.0,13.8,-1.0,1,0,202410230DET,20.0,9.5725,0.07250000000000001
Paul Reed,,,,,,,,,,,,,,,,,,,,,,0,0,202410230DET,,6.4,-0.1
Alondes Williams,,,,,,,,,,,,,,,,,,,,,,0,0,202410230DET,,4.0,-0.1
Malik Beasley,27.0,5.0,13.0,0.385,2.0,6.0,0.333,2.0,3.0,0.667,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,14.0,6.3,-5.0,0,0,202410230DET,8.0,6.4075,-0.09249999999999997
Simone Fontecchio,14.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,-4.3,3.0,0,0,202410230DET,-4.25,8.48875,-0.51125
Wendell Moore Jr.,,,,,,,,,,,,,,,,,,,,,,0,0,202410230DET,,4.4,-0.1
Isaiah Stewart,16.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.9,5.0,0,0,202410230DET,8.25,8.32375,-0.17625
Daniss Jenkins,,,,,,,,,,,,,,,,,,,,,,0,0,202410230DET,,4.0,-0.1
Tobias Harris,35.0,6.0,13.0,0.462,1.0,6.0,0.167,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,13.0,5.5,-11.0,1,0,202410230DET,9.25,10.25875,-0.24124999999999996
Tim Hardaway Jr.,28.0,4.0,9.0,0.444,4.0,7.0,0.571,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,10.5,-2.0,1,0,202410230DET,18.0,7.6125,0.11250000000000004
Ron Holland,15.0,2.0,6.0,0.333,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,4.5,-2.0,0,0,202410230DET,6.75,7.80875,-0.19124999999999998
Myles Turner,36.0,7.0,14.0,0.5,3.0,8.0,0.375,3.0,3.0,1.0,0.0,9.0,9.0,4.0,0.0,4.0,4.0,4.0,20.0,15.7,20.0,1,1,202410230DET,33.6,13.255,0.2550000000000001
T.J. McConnell,15.0,7.0,8.0,0.875,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,14.0,14.6,-11.0,0,1,202410230DET,22.05,9.14625,0.14625000000000005
Andrew Nembhard,34.0,3.0,8.0,0.375,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,7.0,1.0,0.0,2.0,3.0,8.0,6.9,6.0,1,1,202410230DET,15.75,7.55625,0.05625000000000008
James Johnson,,,,,,,,,,,,,,,,,,,,,,0,1,202410230DET,,11.9,-0.1
James Wiseman,4.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.3,-4.0,0,1,202410230DET,5.25,6.81625,-0.18375
Ben Sheppard,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,1.0,0,1,202410230DET,3.6750000000000003,5.344375,-0.15562499999999999
Quenton Jackson,,,,,,,,,,,,,,,,,,,,,,0,1,202410230DET,,4.0,-0.1
Bennedict Mathurin,27.0,5.0,8.0,0.625,2.0,3.0,0.667,7.0,9.0,0.778,1.0,5.0,6.0,1.0,0.0,0.0,3.0,3.0,19.0,13.3,8.0,0,1,202410230DET,18.1125,9.047812500000001,0.04781250000000009
Pascal Siakam,31.0,8.0,15.0,0.533,1.0,3.0,0.333,2.0,3.0,0.667,3.0,5.0,8.0,9.0,2.0,0.0,0.0,0.0,19.0,23.2,15.0,1,1,202410230DET,39.112500000000004,15.7803125,0.2803125000000002
Johnny Furphy,,,,,,,,,,,,,,,,,,,,,,0,1,202410230DET,,5.4,-0.1
Enrique Freeman,6.0,0.0,0.0,,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-5.0,0,1,202410230DET,0.525,6.220625,-0.279375
Tyrese Haliburton,34.0,6.0,18.0,0.333,1.0,9.0,0.111,2.0,2.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,15.0,10.1,15.0,1,1,202410230DET,19.1625,20.0565625,-0.44343749999999993
Aaron Nesmith,18.0,2.0,4.0,0.5,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,7.0,7.1,-1.0,1,1,202410230DET,13.387500000000001,7.9746875,-0.02531249999999996
Obi Toppin,16.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.5,-9.0,0,1,202410230DET,6.825,7.810625,-0.18937499999999996
Jarace Walker,6.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.6,-5.0,0,1,202410230DET,3.4125,4.8603125,-0.13968749999999996
Alperen Sengun,33.0,10.0,22.0,0.455,2.0,3.0,0.667,3.0,4.0,0.75,6.0,12.0,18.0,5.0,4.0,1.0,3.0,2.0,25.0,25.4,10.0,1,0,202410230HOU,48.0,15.525,0.5250000000000002
Amen Thompson,21.0,5.0,11.0,0.455,1.0,2.0,0.5,2.0,4.0,0.5,1.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,13.0,7.6,-19.0,0,0,202410230HOU,10.75,9.81875,-0.18124999999999997
Dillon Brooks,31.0,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,-2.1,14.0,1,0,202410230HOU,1.25,8.14875,-0.35125
Jeenathan Williams,,,,,,,,,,,,,,,,,,,,,,0,0,202410230HOU,,11.9,-0.1
Reed Sheppard,15.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0,4.0,0.9,-6.0,0,0,202410230HOU,4.75,7.75875,-0.24124999999999996
Jae'Sean Tate,,,,,,,,,,,,,,,,,,,,,,0,0,202410230HOU,,4.9,-0.1
Tari Eason,12.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,4.3,-13.0,0,0,202410230HOU,8.25,6.89125,-0.10874999999999999
Fred VanVleet,37.0,4.0,18.0,0.222,2.0,11.0,0.182,4.0,4.0,1.0,2.0,2.0,4.0,6.0,2.0,0.0,2.0,1.0,14.0,8.8,0.0,1,0,202410230HOU,14.5,13.255,-0.24499999999999988
Jabari Smith Jr.,33.0,2.0,7.0,0.286,2.0,5.0,0.4,2.0,3.0,0.667,1.0,4.0,5.0,1.0,0.0,1.0,0.0,2.0,8.0,6.0,2.0,1,0,202410230HOU,11.25,11.26375,-0.23624999999999996
Jeff Green,,,,,,,,,,,,,,,,,,,,,,0,0,202410230HOU,,11.5,-0.1
Aaron Holiday,,,,,,,,,,,,,,,,,,,,,,0,0,202410230HOU,,4.9,-0.1
Jock Landale,10.0,2.0,4.0,0.5,1.0,1.0,1.0,0.0,0.0,,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,6.1,-6.0,0,0,202410230HOU,9.75,5.97375,-0.026249999999999996
Cam Whitmore,8.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.6,4.0,0,0,202410230HOU,2.0,6.735,-0.265
N'Faly Dante,,,,,,,,,,,,,,,,,,,,,,0,0,202410230HOU,,4.0,-0.1
Jalen Green,35.0,9.0,23.0,0.391,5.0,15.0,0.333,5.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,16.1,-11.0,1,0,202410230HOU,22.0,11.628,0.028000000000000025
Vasilije Micić,16.0,2.0,9.0,0.222,1.0,3.0,0.333,0.0,0.0,,2.0,3.0,5.0,1.0,1.0,0.0,3.0,1.0,5.0,0.1,-2.0,0,1,202410230HOU,2.1,7.215,-0.285
KJ Simpson,,,,,,,,,,,,,,,,,,,,,,0,1,202410230HOU,,4.0,-0.1
Taj Gibson,,,,,,,,,,,,,,,,,,,,,,0,1,202410230HOU,,4.0,-0.1
Nick Smith Jr.,,,,,,,,,,,,,,,,,,,,,,0,1,202410230HOU,,4.0,-0.1
Seth Curry,26.0,2.0,5.0,0.4,2.0,3.0,0.667,1.0,3.0,0.333,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,7.0,4.7,3.0,0,1,202410230HOU,7.3500000000000005,17.37375,-0.62625
Tre Mann,28.0,8.0,16.0,0.5,4.0,8.0,0.5,4.0,4.0,1.0,3.0,3.0,6.0,1.0,0.0,1.0,3.0,2.0,24.0,16.6,2.0,0,1,202410230HOU,26.512500000000003,6.3928125,0.3928125000000001
Moussa Diabaté,14.0,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,2.0,0.0,0.0,2.0,4.3,6.0,0,1,202410230HOU,9.450000000000001,4.05625,0.05625000000000005
Nick Richards,23.0,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,0.0,2.0,6.0,8.0,1.0,0.0,2.0,1.0,5.0,6.0,5.9,-1.0,1,1,202410230HOU,16.275000000000002,8.524375000000001,0.02437500000000009
Brandon Miller,10.0,2.0,4.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,5.4,-6.0,1,1,202410230HOU,8.137500000000001,10.7084375,-0.29156249999999995
Miles Bridges,32.0,5.0,11.0,0.455,0.0,3.0,0.0,0.0,0.0,,0.0,9.0,9.0,2.0,1.0,1.0,4.0,1.0,10.0,5.7,4.0,1,1,202410230HOU,14.700000000000001,12.305,-0.19499999999999995
Cody Martin,23.0,2.0,6.0,0.333,1.0,4.0,0.25,3.0,4.0,0.75,3.0,5.0,8.0,1.0,0.0,1.0,0.0,3.0,8.0,8.0,4.0,1,1,202410230HOU,16.5375,7.5759375,0.0759375000000001
Tidjane Salaün,,,,,,,,,,,,,,,,,,,,,,0,1,202410230HOU,,5.9,-0.1
Jared Rhoden,,,,,,,,,,,,,,,,,,,,,,0,1,202410230HOU,,4.0,-0.1
LaMelo Ball,37.0,10.0,20.0,0.5,4.0,12.0,0.333,10.0,10.0,1.0,1.0,7.0,8.0,11.0,1.0,1.0,2.0,3.0,34.0,33.0,14.0,1,1,202410230HOU,61.6875,16.8221875,0.8221875000000001
Grant Williams,24.0,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,8.0,5.4,1.0,0,1,202410230HOU,11.2875,7.4446875,-0.05531249999999999
Kobe Brown,,,,,,,,,,,,,,,,,,,,,,0,0,202410230LAC,,4.0,-0.1
Kris Dunn,20.0,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,5.0,7.0,-5.0,0,0,202410230LAC,12.0,6.03,0.030000000000000027
Trentyn Flowers,,,,,,,,,,,,,,,,,,,,,,0,0,202410230LAC,,4.0,-0.1
Derrick Jones Jr.,29.0,5.0,6.0,0.833,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,4.0,1.0,2.0,0.0,2.0,4.0,12.0,10.9,1.0,1,0,202410230LAC,18.0,6.6575,0.15750000000000003
Amir Coffey,25.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,11.0,11.2,-12.0,0,0,202410230LAC,16.0,5.175,0.17500000000000004
Ivica Zubac,33.0,8.0,13.0,0.615,0.0,0.0,,5.0,8.0,0.625,1.0,8.0,9.0,3.0,0.0,0.0,3.0,6.0,21.0,13.7,1.0,1,0,202410230LAC,18.25,10.00625,0.006250000000000089
Norman Powell,39.0,5.0,16.0,0.313,1.0,7.0,0.143,6.0,6.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,3.0,0.0,17.0,9.9,5.0,1,0,202410230LAC,14.25,7.99625,-0.0037499999999999756
Kevin Porter Jr.,12.0,1.0,8.0,0.125,0.0,4.0,0.0,0.0,0.0,,1.0,3.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,-2.0,-4.0,0,0,202410230LAC,0.75,6.70375,-0.29625
Jordan Miller,,,,,,,,,,,,,,,,,,,,,,0,0,202410230LAC,,4.0,-0.1
Kai Jones,13.0,3.0,5.0,0.6,0.0,0.0,,0.0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,4.9,-5.0,0,0,202410230LAC,8.5,4.51,0.010000000000000037
Bones Hyland,,,,,,,,,,,,,,,,,,,,,,0,0,202410230LAC,,5.4,-0.1
Nicolas Batum,23.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,1.4,1.0,0,0,202410230LAC,5.0,6.81,-0.19
Terance Mann,27.0,4.0,6.0,0.667,0.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,4.0,1.0,0.0,1.0,6.0,8.0,6.5,7.0,1,0,202410230LAC,10.25,5.98625,-0.013749999999999984
Cam Christie,,,,,,,,,,,,,,,,,,,,,,0,0,202410230LAC,,4.0,-0.1
Bol Bol,,,,,,,,,,,,,,,,,,,,,,0,1,202410230LAC,,4.0,-0.1
Jusuf Nurkić,22.0,2.0,5.0,0.4,1.0,4.0,0.25,6.0,8.0,0.75,0.0,9.0,9.0,2.0,2.0,0.0,4.0,4.0,11.0,8.0,3.0,1,1,202410230LAC,16.8,10.925,-0.07499999999999996
Mason Plumlee,14.0,2.0,2.0,1.0,0.0,0.0,,4.0,6.0,0.667,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,8.0,7.6,-1.0,0,1,202410230LAC,10.2375,7.4184375000000005,-0.08156249999999993
James Harden,39.0,10.0,28.0,0.357,2.0,9.0,0.222,7.0,9.0,0.778,3.0,9.0,12.0,8.0,1.0,0.0,8.0,3.0,29.0,14.8,-4.0,1,0,202410230LAC,29.25,16.96625,-0.03374999999999995
Bradley Beal,38.0,8.0,12.0,0.667,4.0,6.0,0.667,4.0,5.0,0.8,0.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,24.0,19.3,-1.0,1,1,202410230LAC,29.925,13.640625,0.1406250000000001
Kevin Durant,43.0,8.0,17.0,0.471,2.0,5.0,0.4,7.0,9.0,0.778,0.0,7.0,7.0,0.0,3.0,1.0,7.0,4.0,25.0,12.7,-2.0,1,1,202410230LAC,18.375,19.081875,-0.4181249999999999
Tyus Jones,35.0,5.0,10.0,0.5,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,8.0,2.0,1.0,0.0,0.0,11.0,14.9,6.0,1,1,202410230LAC,26.775000000000002,9.264375,0.2643750000000001
Royce O'Neale,24.0,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,3.2,14.0,0,1,202410230LAC,7.612500000000001,7.8303125,-0.16968749999999996
Damion Lee,,,,,,,,,,,,,,,,,,,,,,0,1,202410230LAC,,4.0,-0.1
Monte Morris,12.0,2.0,5.0,0.4,0.0,2.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,4.6,2.0,0,1,202410230LAC,6.825,4.945625,-0.05437499999999995
Oso Ighodaro,12.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,4.6,-2.0,0,1,202410230LAC,10.5,5.0375,0.03750000000000003
Grayson Allen,21.0,2.0,7.0,0.286,2.0,6.0,0.333,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,8.0,6.2,2.0,0,1,202410230LAC,10.5,7.425,-0.07499999999999996
