name,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,start,win,game_id,fanta_score,fanta_value,fanta_gain
Terance Mann,17.0,2.0,3.0,0.667,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,7.6,8.0,0,1,202411220LAC,13.125,5.762074542017935,0.07207502158030676
Keon Ellis,16.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.5,-11.0,0,0,202411220LAC,3.0,4.815373329984444,-0.14836837680554973
Jordan Miller,13.0,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,3.0,0,1,202411220LAC,6.0375000000000005,4.093595312500001,-0.03484218749999998
Ivica Zubac,30.0,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,4.0,11.0,15.0,4.0,0.0,1.0,4.0,4.0,10.0,10.4,8.0,1,1,202411220LAC,32.025,13.571817801989152,0.19884104597956875
Derrick Jones Jr.,30.0,6.0,13.0,0.462,0.0,4.0,0.0,5.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,17.0,12.8,11.0,1,1,202411220LAC,19.425,7.2360437782968425,0.16754243976611738
Domantas Sabonis,40.0,9.0,17.0,0.529,2.0,5.0,0.4,4.0,4.0,1.0,2.0,13.0,15.0,4.0,1.0,1.0,6.0,3.0,24.0,18.3,-9.0,1,0,202411220LAC,37.5,22.530083721635737,-0.07995158897760013
DeMar DeRozan,36.0,6.0,19.0,0.316,0.0,5.0,0.0,4.0,8.0,0.5,0.0,6.0,6.0,2.0,1.0,1.0,2.0,3.0,16.0,5.2,-8.0,1,0,202411220LAC,9.0,13.431097178338677,-0.39727683039292194
James Harden,36.0,5.0,18.0,0.278,2.0,10.0,0.2,10.0,10.0,1.0,0.0,6.0,6.0,9.0,3.0,1.0,4.0,0.0,22.0,19.2,14.0,1,1,202411220LAC,30.975,17.97980569058698,-0.036352100603574855
Keegan Murray,40.0,4.0,11.0,0.364,2.0,5.0,0.4,0.0,0.0,,3.0,6.0,9.0,4.0,1.0,1.0,2.0,3.0,10.0,9.1,-4.0,1,0,202411220LAC,19.75,10.85664296645588,0.0054461429418695695
Alex Len,,,,,,,,,,,,,,,,,,,,,,0,0,202411220LAC,,4.230553125,-0.1
Colby Jones,6.0,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.3,-13.0,0,0,202411220LAC,4.0,4.0,-0.07999999999999999
Orlando Robinson,,,,,,,,,,,,,,,,,,,,,,0,0,202411220LAC,,4.0,-0.1
Jordan McLaughlin,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4,-10.0,0,0,202411220LAC,0.75,4.68048264961585,-0.20091279500807668
Isaac Jones,,,,,,,,,,,,,,,,,,,,,,0,0,202411220LAC,,4.0,-0.1
Kevin Huerter,29.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,-1.5,-3.0,1,0,202411220LAC,2.0,8.276507742117039,-0.33763649046624783
Doug McDermott,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-1.0,0,0,202411220LAC,1.0,4.0,-0.15589999999999998
Delon Wright,10.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.3,-9.0,0,1,202411220MIL,4.7250000000000005,4.451275901046319,-0.08605488538961713
Stanley Umude,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202411220MIL,0.0,4.0,-0.18
Tyler Smith,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202411220MIL,0.0,4.211418656973831,-0.19844381106159412
MarJon Beauchamp,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,202411220MIL,0.0,4.0,-0.18
Chris Livingston,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.7,2.0,0,1,202411220MIL,4.4625,4.0,-0.06843749999999998
Gary Trent Jr.,29.0,6.0,10.0,0.6,6.0,10.0,0.6,0.0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,18.0,14.3,-6.0,0,1,202411220MIL,23.625,6.624334648517883,0.30631407415360773
Pat Connaughton,,,,,,,,,,,,,,,,,,,,,,0,1,202411220MIL,,4.833852756728736,-0.1
Giannis Antetokounmpo,34.0,14.0,21.0,0.667,0.0,0.0,,9.0,11.0,0.818,2.0,8.0,10.0,11.0,2.0,1.0,6.0,4.0,37.0,33.7,16.0,1,1,202411220MIL,64.575,25.183771010054695,0.503775188007894
Andre Jackson Jr.,20.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,4.0,6.0,1.0,2.0,1.0,2.0,3.0,0.0,-0.7,18.0,1,1,202411220MIL,5.775,4.0,-0.037037662946229205
T.J. McConnell,20.0,6.0,8.0,0.75,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,8.0,3.0,1.0,2.0,0.0,12.0,16.7,15.0,0,0,202411220MIL,27.0,8.977988672949355,0.2837596960390357
Bobby Portis,23.0,7.0,12.0,0.583,3.0,4.0,0.75,0.0,0.0,,1.0,6.0,7.0,1.0,1.0,0.0,2.0,2.0,17.0,12.8,6.0,0,1,202411220MIL,23.3625,9.320176289886957,0.17241315911527433
Johnny Furphy,13.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,6.4,9.0,0,0,202411220MIL,11.0,4.095,0.09500000000000003
Tristen Newton,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0,0,202411220MIL,2.0,4.0,-0.13
Taurean Prince,26.0,5.0,5.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,13.0,14.0,27.0,1,1,202411220MIL,24.150000000000002,7.897866918469772,0.26004815567419937
Damian Lillard,36.0,8.0,19.0,0.421,3.0,8.0,0.375,5.0,5.0,1.0,1.0,4.0,5.0,13.0,1.0,0.0,4.0,2.0,24.0,21.1,19.0,1,1,202411220MIL,44.362500000000004,17.709494076339965,0.3268432110625148
A.J. Green,23.0,2.0,7.0,0.286,1.0,6.0,0.167,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,-22.0,0,1,202411220MIL,4.7250000000000005,5.538376205966196,-0.13727950708741232
Enrique Freeman,5.0,0.0,0.0,,0.0,0.0,,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3,4.0,0,0,202411220MIL,-2.75,4.247870192185981,-0.2721509514642609
Bennedict Mathurin,33.0,6.0,18.0,0.333,1.0,5.0,0.2,7.0,7.0,1.0,3.0,6.0,9.0,1.0,3.0,1.0,3.0,4.0,20.0,13.5,-14.0,1,0,202411220MIL,21.75,11.081145335046632,0.047223518243876106
Quenton Jackson,22.0,3.0,6.0,0.5,0.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,9.0,6.3,-25.0,1,0,202411220MIL,10.75,4.8353570625,0.0535695625
Moses Brown,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,202411220MIL,0.25,4.445209375,-0.202915625
James Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,202411220MIL,,9.333420300000004,-0.1
Brook Lopez,32.0,4.0,8.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,2.0,4.0,11.0,9.9,3.0,1,1,202411220MIL,19.1625,11.53575246746556,-0.041933362341309066
Myles Turner,32.0,6.0,11.0,0.545,3.0,5.0,0.6,0.0,0.0,,1.0,7.0,8.0,1.0,1.0,2.0,4.0,4.0,15.0,10.0,-18.0,1,0,202411220MIL,22.25,12.837463086941035,-0.022445904620258195
Pascal Siakam,33.0,9.0,16.0,0.563,1.0,5.0,0.2,6.0,8.0,0.75,1.0,7.0,8.0,1.0,1.0,0.0,2.0,3.0,25.0,17.9,-10.0,1,0,202411220MIL,25.25,15.271706774948811,-0.05861445536407994
Tyrese Haliburton,33.0,6.0,14.0,0.429,4.0,10.0,0.4,2.0,2.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,18.0,16.2,-18.0,1,0,202411220MIL,28.0,17.96602601796601,-0.11358237780991653
Obi Toppin,16.0,3.0,9.0,0.333,0.0,3.0,0.0,0.0,0.0,,2.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,6.0,7.3,-4.0,0,0,202411220MIL,13.5,7.565214431026834,-0.003072931304929305
Jarace Walker,24.0,2.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,2.0,4.0,6.0,2.0,0.0,1.0,1.0,2.0,6.0,6.5,-1.0,0,0,202411220MIL,12.5,5.108445304854815,0.08651304846233857
Jeremiah Robinson-Earl,23.0,7.0,11.0,0.636,1.0,3.0,0.333,4.0,4.0,1.0,3.0,9.0,12.0,1.0,2.0,0.0,0.0,3.0,19.0,20.4,12.0,0,0,202411220NOP,37.25,6.210222855831169,0.6825025879451282
Antonio Reeves,12.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,0.5,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.2,-8.0,0,0,202411220NOP,-1.0,4.598160961949059,-0.24284528092953678
Gui Santos,,,,,,,,,,,,,,,,,,,,,,0,1,202411220NOP,,4.0,-0.1
Trey Jemison,11.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,3.1,-7.0,0,0,202411220NOP,6.75,4.09770353696946,-0.016383936296990254
Daniel Theis,18.0,1.0,5.0,0.2,1.0,3.0,0.333,0.0,0.0,,1.0,4.0,5.0,2.0,0.0,3.0,0.0,3.0,3.0,4.1,-8.0,1,0,202411220NOP,12.75,4.644481624052561,0.11491971404987938
Herbert Jones,,,,,,,,,,,,,,,,,,,,,,0,0,202411220NOP,,7.474699664492188,-0.1
Elfrid Payton,26.0,2.0,6.0,0.333,0.0,0.0,,0.0,0.0,,0.0,3.0,3.0,4.0,3.0,0.0,2.0,3.0,4.0,4.1,5.0,1,0,202411220NOP,11.5,9.525334375,-0.14779062499999995
Zion Williamson,,,,,,,,,,,,,,,,,,,,,,0,0,202411220NOP,,15.64176127768302,-0.1
Stephen Curry,33.0,6.0,13.0,0.462,4.0,7.0,0.571,3.0,3.0,1.0,0.0,7.0,7.0,7.0,1.0,1.0,4.0,3.0,19.0,15.8,4.0,1,1,202411220NOP,33.075,18.562063028842065,-0.008814488270044718
Kyle Anderson,4.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,-1.0,-8.0,0,1,202411220NOP,-2.3625000000000003,6.374653093197166,-0.36222187350143714
Brandon Boston Jr.,34.0,6.0,13.0,0.462,1.0,6.0,0.167,3.0,4.0,0.75,3.0,2.0,5.0,7.0,2.0,1.0,2.0,4.0,16.0,15.6,-3.0,0,0,202411220NOP,25.75,7.152752164281999,0.3370430917354032
Javonte Green,19.0,6.0,9.0,0.667,1.0,3.0,0.333,2.0,3.0,0.667,0.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,15.0,12.4,-4.0,1,0,202411220NOP,20.5,8.623135396476615,0.1303234629932486
Yves Missi,,,,,,,,,,,,,,,,,,,,,,0,0,202411220NOP,,7.589207129254522,-0.1
Moses Moody,19.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.8,1.0,0,1,202411220NOP,5.25,5.094664917117238,-0.10262818981180702
Jamal Cain,,,,,,,,,,,,,,,,,,,,,,0,0,202411220NOP,,4.363095806211719,-0.1
Trayce Jackson-Davis,18.0,4.0,9.0,0.444,0.0,1.0,0.0,1.0,2.0,0.5,3.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,8.2,2.0,1,1,202411220NOP,14.9625,8.912230765526324,-0.028259564867732567
Andrew Wiggins,28.0,9.0,14.0,0.643,3.0,5.0,0.6,9.0,9.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,30.0,26.0,3.0,1,1,202411220NOP,40.1625,10.655982050565155,0.549260008088553
Brandin Podziemski,20.0,5.0,11.0,0.455,0.0,5.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,11.0,8.7,-3.0,0,1,202411220NOP,14.175,8.126815576692508,-0.01186565544624374
Jordan Hawkins,19.0,2.0,9.0,0.222,1.0,5.0,0.2,1.0,2.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,2.1,-1.0,0,0,202411220NOP,2.25,6.693804143834719,-0.25651433138488205
Trey Murphy III,38.0,9.0,17.0,0.529,5.0,9.0,0.556,1.0,2.0,0.5,1.0,3.0,4.0,4.0,0.0,1.0,0.0,2.0,24.0,19.6,-4.0,1,0,202411220NOP,32.75,5.102453115,0.6169001150000001
Draymond Green,29.0,3.0,6.0,0.5,3.0,4.0,0.75,2.0,6.0,0.333,3.0,5.0,8.0,5.0,1.0,0.0,4.0,2.0,11.0,9.7,7.0,1,1,202411220NOP,20.7375,11.745031943368692,-0.010564332410043065
Gary Payton II,16.0,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,5.0,3.0,0,1,202411220NOP,8.137500000000001,5.09581022585404,-0.02709315200359344
Kevon Looney,14.0,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,6.9,3.0,0,1,202411220NOP,15.225000000000001,6.97720529321547,0.06979137361811927
Lindy Waters III,15.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,-2.1,-1.0,1,1,202411220NOP,-0.525,4.185483728739584,-0.21096520187778145
Jonathan Kuminga,20.0,3.0,10.0,0.3,0.0,2.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,7.0,2.7,-1.0,0,1,202411220NOP,6.300000000000001,8.613265306385367,-0.24093920291868215
Brandon Ingram,35.0,7.0,16.0,0.438,2.0,7.0,0.286,2.0,4.0,0.5,1.0,2.0,3.0,7.0,0.0,2.0,4.0,2.0,18.0,11.6,-2.0,1,0,202411220NOP,18.75,13.686415983469207,-0.15407195733624535
Buddy Hield,19.0,3.0,10.0,0.3,2.0,7.0,0.286,4.0,4.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,12.0,7.2,10.0,0,1,202411220NOP,11.8125,9.931657344186856,-0.15875610522346434
Caleb Martin,29.0,3.0,6.0,0.5,1.0,3.0,0.333,3.0,4.0,0.75,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,10.0,8.1,25.0,1,1,202411220PHI,12.075000000000001,7.918882111357924,-0.05704156545665606
Eric Gordon,19.0,1.0,9.0,0.111,0.0,6.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,5.0,5.1,5.0,0,1,202411220PHI,9.450000000000001,4.56196147157951,0.03242066364285037
Reggie Jackson,21.0,3.0,9.0,0.333,3.0,7.0,0.429,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,5.0,-4.0,0,1,202411220PHI,9.450000000000001,4.252120500000001,0.04702050000000002
Lester Quiñones,,,,,,,,,,,,,,,,,,,,,,0,1,202411220PHI,,4.0,-0.1
Ricky Council IV,12.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,-9.0,0,1,202411220PHI,-2.1,4.0,-0.23249999999999998
Adem Bona,,,,,,,,,,,,,,,,,,,,,,0,1,202411220PHI,,4.0,-0.1
Guerschon Yabusele,31.0,4.0,12.0,0.333,2.0,4.0,0.5,0.0,0.0,,3.0,8.0,11.0,3.0,1.0,1.0,2.0,3.0,10.0,8.3,10.0,1,1,202411220PHI,25.462500000000002,8.014729541524659,0.28890017867161305
Kelly Oubre Jr.,25.0,4.0,8.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,5.0,4.0,9.0,3.0,2.0,2.0,2.0,4.0,11.0,13.6,21.0,1,1,202411220PHI,27.0375,7.8979767745452785,0.3356319844455105
KJ Martin,18.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,2.9,-5.0,0,1,202411220PHI,7.0875,4.570873242953864,-0.029844812495208234
Tyrese Maxey,26.0,11.0,17.0,0.647,3.0,6.0,0.5,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,0.0,0.0,2.0,26.0,26.8,19.0,1,1,202411220PHI,43.8375,14.776638951824976,0.4512971174532734
Andre Drummond,16.0,4.0,8.0,0.5,0.0,0.0,,2.0,4.0,0.5,3.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,10.0,10.2,5.0,0,1,202411220PHI,16.0125,7.816033515170412,0.05088061970401203
Dennis Schröder,34.0,3.0,7.0,0.429,1.0,4.0,0.25,1.0,1.0,1.0,0.0,3.0,3.0,7.0,0.0,1.0,7.0,2.0,8.0,3.0,1.0,1,0,202411220PHI,9.5,11.341508310824153,-0.2857255224995673
Jalen Wilson,20.0,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,6.4,-9.0,0,0,202411220PHI,10.5,5.689073213147648,0.006797597286236523
Keon Johnson,,,,,,,,,,,,,,,,,,,,,,0,0,202411220PHI,,6.716328958843155,-0.1
Noah Clowney,18.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.8,-6.0,0,0,202411220PHI,8.0,4.469881247774458,-0.0011985928270686896
Cameron Johnson,35.0,14.0,21.0,0.667,9.0,13.0,0.692,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,37.0,28.8,-9.0,1,0,202411220PHI,40.0,12.034421715940418,0.4800534269975719
Joel Embiid,,,,,,,,,,,,,,,,,,,,,,0,1,202411220PHI,,5.46642531421875,-0.1
Ben Simmons,26.0,1.0,4.0,0.25,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,2.0,2.7,-20.0,1,0,202411220PHI,8.75,7.799713220509645,-0.13846816222296754
Jared McCain,38.0,11.0,20.0,0.55,6.0,11.0,0.545,2.0,3.0,0.667,2.0,3.0,5.0,3.0,2.0,0.0,3.0,3.0,30.0,22.2,8.0,1,1,202411220PHI,36.225,8.201024360563338,0.561862726465602
Shake Milton,,,,,,,,,,,,,,,,,,,,,,0,0,202411220PHI,,4.0,-0.1
Nic Claxton,22.0,6.0,9.0,0.667,0.0,0.0,,0.0,0.0,,1.0,7.0,8.0,3.0,0.0,0.0,0.0,1.0,12.0,12.6,2.0,0,0,202411220PHI,21.75,12.053339892435746,0.0014133034977921177
Trendon Watford,15.0,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,1.4,-21.0,0,0,202411220PHI,5.0,4.192440499999999,-0.06665949999999995
Cam Thomas,29.0,6.0,15.0,0.4,2.0,7.0,0.286,4.0,4.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,7.0,2.0,18.0,8.3,-10.0,1,0,202411220PHI,13.25,10.700928100803532,-0.15737357543053287
Dorian Finney-Smith,25.0,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,-2.0,1,0,202411220PHI,5.5,8.441667796505953,-0.253795864756825
Ziaire Williams,11.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.4,-1.0,0,0,202411220PHI,2.5,5.423140489791921,-0.1900956251734413
Jared Butler,,,,,,,,,,,,,,,,,,,,,,0,0,202411220WAS,,11.593330362461211,-0.1
Jordan Poole,33.0,9.0,19.0,0.474,3.0,7.0,0.429,2.0,3.0,0.667,0.0,2.0,2.0,8.0,1.0,0.0,4.0,4.0,23.0,14.5,-6.0,1,0,202411220WAS,25.5,11.351988873401787,0.13262879654127713
Alex Sarr,28.0,3.0,9.0,0.333,0.0,2.0,0.0,0.0,0.0,,3.0,6.0,9.0,1.0,0.0,1.0,1.0,3.0,6.0,4.0,-9.0,1,0,202411220WAS,12.25,8.528924912707081,-0.08120588593907713
Bilal Coulibaly,40.0,2.0,9.0,0.222,1.0,6.0,0.167,1.0,2.0,0.5,0.0,7.0,7.0,3.0,2.0,1.0,2.0,5.0,6.0,3.0,-24.0,1,0,202411220WAS,12.0,8.539072070808832,-0.08822852689675115
Sam Hauser,21.0,5.0,7.0,0.714,3.0,5.0,0.6,0.0,0.0,,0.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,13.0,12.2,11.0,0,1,202411220WAS,21.0,6.152555724213925,0.25982721718363705
Jonas Valančiūnas,19.0,5.0,8.0,0.625,0.0,1.0,0.0,1.0,1.0,1.0,4.0,6.0,10.0,1.0,0.0,1.0,3.0,3.0,11.0,9.2,-1.0,0,0,202411220WAS,22.5,11.96482311464533,0.025217758995769723
Kyle Kuzma,34.0,10.0,19.0,0.526,1.0,3.0,0.333,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,21.0,11.3,6.0,1,0,202411220WAS,16.5,11.91810586550972,-0.12964896748475113
Malcolm Brogdon,26.0,7.0,13.0,0.538,1.0,1.0,1.0,3.0,4.0,0.75,3.0,7.0,10.0,1.0,1.0,0.0,2.0,3.0,18.0,14.0,0.0,1,0,202411220WAS,27.75,4.51494375,0.5136937500000001
Patrick Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,0,0,202411220WAS,,4.0,-0.1
Corey Kispert,16.0,2.0,4.0,0.5,0.0,2.0,0.0,2.0,3.0,0.667,0.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,2.7,-17.0,0,0,202411220WAS,6.0,6.937608628393789,-0.16983496154735123
Carlton Carrington,22.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,-1.1,-2.0,0,0,202411220WAS,-0.5,8.35864492487917,-0.4069518550990185
Johnny Davis,,,,,,,,,,,,,,,,,,,,,,0,0,202411220WAS,,4.0,-0.1
Kyshawn George,19.0,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,-1.1,-5.0,0,0,202411220WAS,1.5,7.487424853851426,-0.31354357950085254
Marvin Bagley III,,,,,,,,,,,,,,,,,,,,,,0,0,202411220WAS,,5.502344991987101,-0.1
Jaylen Brown,37.0,11.0,27.0,0.407,3.0,13.0,0.231,6.0,8.0,0.75,3.0,8.0,11.0,5.0,0.0,0.0,3.0,3.0,31.0,19.5,4.0,1,1,202411220WAS,38.5875,15.371077077916633,0.2858523889986928
Xavier Tillman Sr.,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.2,2.0,0,1,202411220WAS,3.1500000000000004,4.0,-0.10124999999999998
Payton Pritchard,22.0,3.0,6.0,0.5,1.0,3.0,0.333,2.0,3.0,0.667,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,9.0,9.6,0.0,0,1,202411220WAS,15.4875,8.613682922863681,-0.0004484099778697126
Jrue Holiday,28.0,3.0,6.0,0.5,2.0,5.0,0.4,8.0,8.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,2.0,2.0,16.0,17.5,10.0,1,1,202411220WAS,26.512500000000003,12.390965661488735,0.1101770107151907
Jaden Springer,,,,,,,,,,,,,,,,,,,,,,0,1,202411220WAS,,4.0,-0.1
Anthony Gill,,,,,,,,,,,,,,,,,,,,,,0,0,202411220WAS,,4.0,-0.1
Luke Kornet,23.0,3.0,3.0,1.0,0.0,0.0,,0.0,1.0,0.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,8.7,15.0,0,1,202411220WAS,15.4875,5.222518893760811,0.15934465945629686
Al Horford,,,,,,,,,,,,,,,,,,,,,,0,1,202411220WAS,,9.824603713835716,-0.1
Richaun Holmes,,,,,,,,,,,,,,,,,,,,,,0,0,202411220WAS,,5.456240000000004,-0.1
Jayson Tatum,37.0,6.0,19.0,0.316,0.0,10.0,0.0,4.0,6.0,0.667,1.0,8.0,9.0,8.0,2.0,0.0,3.0,2.0,16.0,11.2,20.0,1,1,202411220WAS,22.837500000000002,20.83193220570925,-0.3837690568135247
Kristaps Porziņģis,,,,,,,,,,,,,,,,,,,,,,0,1,202411220WAS,,4.0,-0.1
Derrick White,36.0,4.0,11.0,0.364,2.0,8.0,0.25,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,10.0,4.5,3.0,1,1,202411220WAS,9.450000000000001,13.276711452124191,-0.3782220055974749
Neemias Queta,18.0,1.0,3.0,0.333,0.0,0.0,,5.0,6.0,0.833,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,7.0,4.6,-10.0,1,1,202411220WAS,8.925,5.941515130819129,-0.04632793810142488
Jordan Walsh,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,5.0,0,1,202411220WAS,1.8375000000000001,4.0,-0.13406249999999997
Scotty Pippen Jr.,31.0,13.0,16.0,0.813,3.0,6.0,0.5,1.0,1.0,1.0,0.0,2.0,2.0,10.0,0.0,0.0,4.0,2.0,30.0,26.8,-4.0,1,1,202411230CHI,49.35,9.547648466946262,0.8419956219763542
Jake LaRavia,18.0,1.0,6.0,0.167,0.0,2.0,0.0,0.0,0.0,,1.0,3.0,4.0,6.0,0.0,0.0,1.0,2.0,2.0,2.2,2.0,0,1,202411230CHI,9.1875,7.525128200690328,-0.1140767214984971
